697	7	-1.2916	-4.5719	-4.6249	-3.2385	-5.8567	-25.355	-0.29547	-7.5605	-4.4797	-10.468	-1.2916	-4.5719	-10.475	-9.121	2.7957	-7.0318	-3.8745	-6.3351	-4.0691	-6.5334	-1.2916	-4.5719	-10.532	-8.9637	2.7192	-7.3528	-3.7714	-6.7377	-3.8441	-6.988	-1.2916	-4.5719	-10.588	-9.1914	2.7716	-6.7352	-3.8863	-6.161	-4.1218	-6.0135	-1.2916	-4.5719	-10.476	-9.013	2.7585	-7.297	-3.8113	-6.6271	-3.9222	-6.9503	-1.2916	-4.5719	-10.771	-9.2451	2.6983	-6.4552	-3.859	-6.1159	-3.9743	-5.4331	-1.2916	-4.5719	-10.908	-8.8298	2.5353	-7.2819	-3.6599	-6.8702	-3.5251	-6.2983
1342	7	-2.123	-5.4101	-1.6416	-6.6535	-6.7954	-11.99	-0.48321	-2.6405	-6.0785	-1.6364	-2.123	-5.4101	-1.7111	-6.7193	-6.8353	-10.734	-0.70596	-2.3923	-5.8234	-1.2646	-2.123	-5.4101	-1.7615	-6.7125	-6.7184	-10.88	-0.79346	-2.4169	-6.0566	-1.508	-2.123	-5.4101	-1.4324	-6.6118	-7.0564	-11.559	-0.040558	-2.6124	-5.6972	-1.3888	-2.123	-5.4101	-1.546	-6.6209	-6.8753	-12.324	-0.27616	-2.7203	-6.0183	-1.6173	-2.123	-5.4101	-1.5882	-6.6848	-6.9649	-10.969	-0.41005	-2.464	-5.6766	-1.2437	-2.123	-5.4101	-1.5	-6.6478	-7.0283	-11.227	-0.19661	-2.5334	-5.656	-1.3008
1400	7	-1.3627	-4.9633	-0.089104	-5.7158	-11.554	-9.3979	-1.8074	-4.2418	-1.487	-3.8308	-1.3627	-4.9633	0.27996	-3.7707	-12.515	-12.986	-2.7666	-4.1824	-3.0678	-5.4279	-1.3627	-4.9633	-8.7194	-8.9267	-1.1578	0.88196	-7.2822	-1.8938	0.021268	-2.9064	-1.3627	-4.9633	0.23452	-6.297	-12.449	-9.9131	-2.5038	-4.2005	-2.8527	-4.9247	-1.3627	-4.9633	0.16505	-6.7678	-12.307	-9.3675	-2.6488	-4.192	-2.9518	-4.2458	-1.3627	-4.9633	0.04719	-5.6483	-11.998	-9.6633	-1.8973	-4.24	-1.8531	-4.2058	-1.3627	-4.9633	0.088932	-5.6783	-12.129	-9.7662	-1.9537	-4.2357	-2.0077	-4.3643
1528	7	-1.1526	1.3633	-8.1307	-6.5224	-8.1028	-10.254	-5.692	-3.4958	-2.9646	-5.6425	-1.1526	1.3633	-8.3668	-6.5058	-7.972	-10.225	-5.4178	-3.4278	-3.1519	-6.4352	-1.1526	1.3633	-8.1553	-6.5331	-7.966	-10.125	-5.9673	-3.4284	-2.9196	-5.3743	-1.1526	1.3633	-8.2102	-6.5079	-8.1824	-10.406	-5.3453	-3.5408	-3.0793	-6.2015	-1.1526	1.3633	-8.3734	-6.5374	-7.647	-9.7674	-6.0805	-3.2848	-2.9493	-5.3504	-1.1526	1.3633	-10.409	-13.229	-3.4321	-6.2328	-10.647	-2.3155	-2.6921	-3.6092	-1.1526	1.3633	-8.4299	-6.5141	-7.7641	-9.944	-5.6746	-3.3264	-3.1064	-6.1265
2339	7	-1.9946	-3.2096	-0.89385	-5.4004	-14.519	-11.209	-0.85472	-1.7695	-4.8263	-1.2098	-1.9946	-3.2096	-0.94503	-5.4041	-14.503	-11.069	-1.0654	-1.7272	-5.1667	-1.2445	-1.9946	-3.2096	-7.4033	-13.137	-4.377	-3.7049	-0.90081	2.0735	-1.8809	1.2312	-1.9946	-3.2096	-0.96556	-5.4392	-14.515	-10.813	-1.0702	-1.6877	-4.3371	-0.56545	-1.9946	-3.2096	-0.85353	-5.4091	-14.527	-11.124	-0.71518	-1.784	-4.3391	-0.91141	-1.9946	-3.2096	-0.98532	-5.4227	-14.503	-10.88	-1.2393	-1.6817	-5.0596	-0.9054	-1.9946	-3.2096	-0.86946	-5.4228	-14.524	-10.974	-0.74838	-1.7581	-4.0838	-0.66207
2678	7	-1.9461	-1.7373	-6.0594	-5.862	-8.8871	-8.0151	0.60253	-3.7892	-5.5681	-5.3694	-1.9461	-1.7373	-5.8462	-5.9383	-8.9272	-7.6474	0.57267	-3.6263	-5.4641	-5.3108	-1.9461	-1.7373	-11.252	-14.585	-5.5855	-1.3913	0.30823	-3.2453	-3.5229	-2.0449	-1.9461	-1.7373	-5.9412	-5.8987	-8.956	-7.768	0.59404	-3.7038	-5.5136	-5.3431	-1.9461	-1.7373	-6.1065	-6.1625	-8.177	-7.38	0.47142	-3.4875	-5.5862	-5.3287	-1.9461	-1.7373	-5.6998	-6.0202	-8.7954	-7.5411	0.53189	-3.5174	-5.3779	-5.2362	-1.9461	-1.7373	-5.3439	-6.3963	-8.2525	-7.395	0.43387	-3.3124	-5.106	-4.8536
5700	7	2.8821	-2.6932	-14.104	-13.975	0.89779	-2.2667	-7.5204	-3.1886	-4.8701	-3.4088	2.8821	-2.6932	-6.3355	-8.4119	-4.3932	-12.506	-3.4668	-3.9617	-6.4792	-5.4572	2.8821	-2.6932	-6.2745	-8.0693	-4.3946	-13.064	-3.4167	-4.0592	-6.8956	-5.6711	2.8821	-2.6932	-6.3397	-8.2181	-4.3862	-12.573	-3.6773	-3.8127	-6.8197	-5.5334	2.8821	-2.6932	-6.3208	-8.5457	-4.4018	-12.605	-3.1854	-4.2511	-6.2457	-5.4492	2.8821	-2.6932	-6.2863	-7.9429	-4.3903	-13.105	-3.6317	-3.8781	-7.1607	-5.7233	2.8821	-2.6932	-6.2856	-8.281	-4.3991	-12.914	-3.2173	-4.2619	-6.5707	-5.5847
6691	7	-2.8761	-5.5598	-7.7042	-7.4361	-4.3672	-13.833	-7.9985	-8.1387	-5.3373	-5.9274	-2.8761	-5.5598	-7.8405	-7.713	-4.2328	-14.55	-7.8295	-8.522	-5.6653	-6.841	-2.8761	-5.5598	-15.149	-16.468	0.77181	0.73383	-13.284	-2.6272	-5.0499	-5.2941	-2.8761	-5.5598	-8.1172	-8.0369	-3.4088	-13.567	-8.3377	-7.3511	-5.7137	-6.9827	-2.8761	-5.5598	-8.189	-8.062	-3.1419	-12.537	-8.642	-6.5516	-5.4661	-5.9209	-2.8761	-5.5598	-7.817	-7.4866	-3.8925	-12.54	-8.4736	-7.1417	-5.0707	-5.3374	-2.8761	-5.5598	-8.1553	-7.9198	-3.1108	-11.898	-8.8258	-6.151	-5.2098	-5.5258
6902	7	-1.1755	-5.4782	-13.149	-16.366	-3.0907	-8.684	-8.8737	-3.6486	-3.8517	-3.4628	-1.1755	-5.4782	-7.2644	-5.4695	-10.472	-13.644	-3.3046	-5.8897	-3.8964	-3.4853	-1.1755	-5.4782	-6.5328	-6.2223	-10.639	-15.231	-3.7754	-5.407	-4.8899	-4.1816	-1.1755	-5.4782	-7.49	-6.3972	-9.1768	-13.557	-4.1226	-4.9029	-4.1933	-3.5772	-1.1755	-5.4782	-6.9177	-6.4477	-9.8965	-14.292	-4.0012	-4.8705	-4.7734	-3.8726	-1.1755	-5.4782	-6.121	-5.5347	-11.179	-15.673	-3.2094	-6.4753	-4.1582	-3.7838	-1.1755	-5.4782	-6.162	-5.7637	-11.153	-15.948	-3.3901	-6.2703	-4.4173	-4.0185
7425	7	-3.5478	-1.8463	-10.029	-12.365	0.74648	1.6422	-4.1024	0.097579	-4.1506	-1.9919	-3.5478	-1.8463	-4.3637	-8.2468	-4.5384	-8.1136	-3.0631	-3.6683	-7.6364	-3.1673	-3.5478	-1.8463	-4.557	-8.3733	-4.3629	-7.8311	-3.0819	-3.6441	-7.4864	-2.9085	-3.5478	-1.8463	-4.4242	-8.1989	-4.307	-7.6319	-3.0938	-3.6384	-6.1201	-2.5813	-3.5478	-1.8463	-4.0063	-7.694	-4.853	-8.16	-3.0262	-3.7096	-6.6165	-3.0055	-3.5478	-1.8463	-3.9722	-7.2935	-4.5862	-7.8941	-3.0268	-3.6996	-5.6885	-2.6629	-3.5478	-1.8463	-4.1781	-7.6993	-4.3821	-7.7337	-3.0716	-3.6634	-5.6816	-2.5637
