11	2	-2.8931	-6.295	-12.181	-8.6216	2.0204	1.4838	-2.818	-2.4788	-3.4468	-3.0892	-2.8931	-6.295	-0.60067	-2.9506	-6.2	-17.751	-1.8035	-7.4007	-4.6674	-7.1434
13	2	-1.476	-3.7484	-5.3988	-6.7944	-6.7126	-12.212	2.1012	-2.4151	-5.2029	-5.2684	-1.476	-3.7484	-4.6758	-10.083	-4.0961	-9.2282	2.2059	0.10868	-3.9997	-3.4693
15	2	-0.12464	-6.9264	-11.891	-14.709	-1.6441	-4.5657	-5.3633	-5.0568	0.22833	-1.044	-0.12464	-6.9264	0.17103	-2.9889	-10.062	-20.895	-1.6027	-8.1372	0.22798	-2.4089
20	2	-0.51238	-1.1207	-2.0725	-0.87088	-12.044	-9.4231	-1.9121	-3.7696	-0.097452	-4.4861	-0.51238	-1.1207	-13.232	-10.072	-4.8011	-2.5481	-7.9494	-2.9509	0.045016	-3.3885
21	2	-0.18349	-6.3674	-6.2897	-13.459	-0.38229	-0.29241	-5.4797	2.0401	-2.1911	-0.38983	-0.18349	-6.3674	3.0138	-5.237	-10.603	-10.376	-1.0482	-0.67658	-3.0612	-1.8376
22	2	-0.8058	-2.0974	-13.075	-11.196	-3.1566	2.3812	-2.4007	-2.0192	-3.5523	-4.6465	-0.8058	-2.0974	-2.6182	-5.2628	-8.7781	-9.6917	1.6992	-4.0639	-4.8596	-8.009
28	2	1.5766	-3.7121	-15.201	-11.492	3.0353	-4.3153	-9.0571	-1.2554	-5.3562	-3.3905	1.5766	-3.7121	-4.1919	0.5809	-6.58	-13.987	-3.7224	-7.0312	-5.6085	-5.5254
29	2	-2.7537	-4.6639	-14.173	-9.0414	-1.2864	-4.8676	-4.8865	-4.0516	-2.5055	-3.3199	-2.7537	-4.6639	-2.1866	-1.4676	-6.7834	-18.072	-3.3921	-5.2898	-3.9149	-6.3588
30	2	-0.11736	-3.2476	-4.8098	-3.672	-13.891	-16.05	3.0539	-1.2807	-3.2481	-2.0731	-0.11736	-3.2476	-11.366	-15.718	-5.2814	-3.5219	-2.5028	3.4459	-3.2175	-1.6111
36	2	-1.4312	-2.9518	-3.2233	-4.4926	-4.3994	-14.989	-0.31335	-8.1941	-3.5523	-4.2976	-1.4312	-2.9518	-8.6897	-7.8393	3.1745	-8.4436	-4.4563	-4.149	-2.1818	-1.445
38	2	-0.92722	-4.0016	-4.3635	-2.8881	-6.1534	-12.916	-3.2191	-3.4055	-3.572	-4.6074	-0.92722	-4.0016	-8.1788	-8.199	-4.7081	-5.3942	-5.1744	-2.9068	-2.799	-2.423
39	2	-3.0968	-3.5853	-3.44	-6.6577	-6.9173	-25.253	-0.14688	-8.1326	-3.9069	-2.3639	-3.0968	-3.5853	-12.823	-13.175	-0.68442	-8.4888	-0.46949	-2.8778	-3.8795	-2.3418
42	2	-4.536	-1.8402	-12.178	-10.326	0.81522	-1.483	-4.5403	-1.4738	-1.4043	-0.49412	-4.536	-1.8402	-3.1987	-2.1702	-10.196	-10.985	-0.59346	-3.5796	-1.9337	-1.1089
44	2	4.8384	-2.4514	-2.2711	-0.032704	-11.236	-13.746	-4.6198	-4.4103	-1.1945	-7.8059	4.8384	-2.4514	-11.848	-9.7678	-2.5049	-5.9145	-9.8749	-0.35777	0.25799	-4.6239
