64	5	6.730468	-1.067715	-9.857434	-7.908903	8.575528	11.019812	-2.948653	6.572428	-4.318520	-1.654476	6.730468	-1.067715	1.901828	1.125658	-1.196131	-4.923839	2.640819	0.854427	-4.318520	-7.758147	3.131976	-2.966129	-9.857016	-7.908903	8.575528	11.019812	-2.948653	6.572428	-4.318520	-1.654476	3.131976	-2.966129	1.902274	1.125731	-1.196803	-4.923872	2.641208	0.854424	-4.318520	-7.758147	6.730468	4.737634	-14.136985	-9.007686	8.575615	11.019812	-2.948653	6.572428	-4.318520	-1.654476
109	5	5.918059	5.637912	3.376603	4.631787	-6.218074	-10.993106	7.251722	-5.104490	7.083336	5.017559	0.370256	-4.489255	6.101879	8.430150	-7.425844	-11.073398	7.251722	-5.104490	7.083336	5.017557	0.370256	-4.489255	2.596670	2.396805	-2.020140	-3.361727	3.256264	-0.155770	-1.883610	0.028690	0.370256	-4.489255	-4.915565	-7.963925	6.809545	10.213188	0.856446	6.282505	-1.856907	1.609656	5.918059	5.637912	-7.640876	-11.762285	6.814861	10.213302	0.856446	6.282505	-1.856907	1.609656
115	5	-1.527900	-4.373740	-0.357888	3.490087	-4.112658	-10.886548	3.862974	0.311375	-1.793277	4.965421	-1.527900	-4.373740	-0.490487	2.755715	-2.034518	-6.356613	1.034969	0.317455	-5.722594	-1.090230	-1.527900	-4.373740	-7.794052	-2.945303	5.435704	1.412105	-5.564448	1.525905	-5.707642	0.917558	-1.527900	-4.373740	-6.857572	0.066577	3.586262	-4.197253	-2.572485	1.519072	-1.784821	4.975499	-1.527900	-4.373740	5.059209	6.722785	-5.862917	-18.355287	7.155308	-6.211879	4.164340	4.965420
135	5	7.771306	-0.390728	7.476389	6.156565	-9.339375	-12.686713	6.802712	-5.457318	6.659736	3.834747	2.428189	-5.787582	7.537085	6.156565	-9.339375	-12.686713	6.802712	-5.457318	6.659736	3.834747	7.771306	5.228037	5.909865	3.205634	-9.339375	-12.686710	6.802712	-5.457318	6.659736	3.834747	7.771306	-0.390728	1.949485	0.096690	-4.841481	-4.713923	0.916245	-1.450912	-1.410969	1.641062	2.428189	-5.787582	2.010259	0.096690	-4.842628	-4.741040	0.916203	-1.450912	-1.411213	1.640952
221	5	7.689637	6.822719	-11.320362	-7.479524	5.966209	8.351985	-7.792046	7.351743	-5.932730	0.139061	1.495427	-5.314164	-8.228255	-4.803362	5.928648	8.348826	-7.764523	7.351743	-5.932730	0.139061	7.689637	6.822719	-10.417216	-7.430444	1.704106	5.976280	-0.606324	6.995484	-0.864684	6.685775	1.495427	-5.314164	-7.320582	-4.747287	1.664917	5.966221	-0.585388	6.942155	-0.864684	6.685775	7.689637	6.822719	-4.706302	-3.067542	1.561107	3.411823	0.220849	0.853192	5.660473	6.685775
222	5	-5.329783	-1.933675	-11.559953	-7.391623	5.826822	3.401931	-3.825372	3.980475	0.335268	4.439706	-5.329783	4.217301	-12.119360	-12.134410	5.826959	3.401933	-3.825374	3.980475	0.335269	4.439706	-5.329783	-1.933675	1.094022	0.392166	-0.815931	0.186172	0.272212	-0.417206	-3.311081	1.721321	-5.329783	-1.933675	-3.963330	-2.176156	3.552816	2.352769	2.293909	-0.064792	5.298842	4.223347	-5.329783	4.217301	-4.673518	-6.932077	6.064764	2.393785	2.037745	-0.140497	5.337870	4.238051
246	5	7.512075	-0.463016	5.654055	1.045064	-1.461324	0.374701	1.530537	4.300034	0.487005	3.051619	7.512075	-0.463016	-1.846172	-1.897632	-0.057766	5.631174	0.165649	5.727828	0.902960	5.994796	7.512075	6.008459	-6.129286	-4.964568	0.223406	5.636411	-0.715903	6.248520	0.902960	5.994796	1.733027	-4.104106	-1.751170	-1.764331	-0.109333	5.627494	0.318837	5.636718	0.902960	5.994796	1.733028	-4.104106	5.670331	1.206043	-1.504782	0.354571	1.499987	4.286644	0.415054	2.997444
248	5	6.223481	7.612760	-4.679289	-4.977038	3.587434	0.336363	2.846692	1.366193	7.141150	4.402421	0.148400	-3.843612	-6.882743	-9.886895	8.669622	9.277263	0.338560	5.651056	2.651988	1.935672	0.148400	-3.843611	-7.046468	-11.728491	8.669655	9.550103	-3.372818	5.680793	-2.609757	1.935675	6.223481	7.612760	-12.591161	-14.596868	8.669763	9.291038	0.338549	5.651056	2.651988	1.935672	6.223481	7.612760	-12.754886	-16.438464	8.669763	9.554187	-3.372827	5.680793	-2.609757	1.935675
270	5	0.163972	-7.933348	4.006649	2.723880	-4.751159	-1.565291	-4.496055	3.047733	-4.168736	-2.175823	5.837385	-1.607828	4.006649	2.723880	-4.751159	-1.565291	-4.496055	3.047733	-4.168736	-2.175823	0.163972	-7.933348	-4.720135	-7.837772	3.951470	11.007309	-8.405541	8.267554	-4.004869	0.867002	5.837385	-1.607828	-4.720135	-7.837772	3.951470	11.007309	-8.405541	8.267554	-4.004869	0.867002	5.837385	4.887806	-6.503090	-13.774386	4.110526	11.007367	-8.523160	8.268130	-4.004869	0.867002
319	5	7.619631	0.394419	-10.587899	-10.283119	6.212602	8.412142	-6.635124	7.497177	-8.781285	0.738323	7.619631	6.642041	-15.085833	-15.558144	6.215523	8.412143	-6.635125	7.497308	-8.781285	0.738323	7.619631	6.642041	-14.995061	-15.083007	4.231035	4.346529	-6.388007	7.314429	0.265950	6.015283	7.619631	0.394419	-10.496566	-9.806735	4.227924	4.346525	-6.387923	7.313943	0.265950	6.015283	7.619631	0.394419	1.381237	0.774326	-4.166726	-3.955488	-0.550162	2.584403	-0.597770	5.116550
