1	1	100	5.857503	4.312696	6.111058	4.486203	-7.669901	-14.037767	5.669194	-0.688873	4.881802	1.224725
2	1	100	5.286390	3.434973	-7.413554	-11.534046	3.979800	8.931914	-2.695209	4.365871	3.220273	3.401310
3	1	100	5.434332	4.114935	-13.416358	-9.556698	5.722409	3.400644	-1.641572	6.022965	2.686523	3.428667
4	1	100	5.462427	1.681157	-7.853046	3.286311	-1.175454	2.376104	4.124520	4.118106	3.177234	5.199081
5	1	100	5.134704	3.184610	-21.374195	-3.165324	3.443181	7.979530	-3.929439	4.465848	0.876411	2.855387
6	1	100	5.260356	0.859188	4.622753	3.182055	-4.044661	-3.803713	4.227822	1.976935	3.209400	0.740254
7	1	100	2.545828	1.800275	0.276048	1.915227	-1.726023	-6.918554	4.934453	2.561809	1.604119	1.232352
8	1	100	5.526635	3.516803	0.657452	3.283967	-6.810897	-2.364763	3.864412	2.777631	0.955815	2.800290
9	1	100	5.791752	4.524592	-9.473701	-8.071367	3.373914	6.467627	-3.500617	0.470687	3.680284	4.626719
10	1	100	5.053382	3.412551	2.329419	-2.246488	-0.326091	-1.397946	-0.015798	1.322702	0.376262	-0.877886
11	2	35	4.069950	1.336248	-4.990254	-2.138632	4.619266	8.996342	2.869379	5.602126	4.034733	3.845923
11	2	65	4.069950	1.336243	6.589625	3.532365	-3.601115	-10.237972	3.883875	0.680256	2.814098	-0.208262
12	1	100	5.547798	3.844284	1.669836	3.708340	-6.238026	-1.309053	2.842869	4.536263	1.510646	0.143455
13	2	82	5.826853	3.701193	-1.056027	-1.337978	-0.016848	-2.459288	5.318463	2.094598	1.761739	-1.349689
13	2	18	5.826853	3.701193	-0.333051	-4.626925	2.599607	0.524821	5.423129	4.618334	2.964930	0.449387
14	1	100	0.627076	1.310616	-11.658411	-9.943218	6.725290	7.117566	1.886838	7.023829	1.330055	3.648497
15	2	67	6.230559	1.055948	-9.939825	-8.166532	4.379679	5.533168	1.537858	1.451805	4.467435	3.914606
15	2	33	6.230559	1.055948	2.122038	3.553519	-4.038255	-10.796169	5.298463	-1.628586	4.467077	2.549792
16	1	100	4.234943	-1.986910	-11.879912	-9.790403	8.260789	10.943476	-2.828291	6.685990	1.487919	2.155828
17	1	100	4.173371	-0.716567	6.996273	5.283665	-3.755655	-5.758595	4.965499	-1.640101	2.717845	1.133795
18	1	100	3.091202	2.813959	4.031643	4.338998	-6.096336	-7.752115	5.852048	0.032222	2.404570	3.235209
19	1	100	5.575701	3.586583	-5.682333	-12.182470	5.332591	-3.944964	-6.712010	1.287325	1.039976	0.928601
20	2	89	5.769585	2.780449	4.735972	5.696359	-3.803086	0.266184	4.939192	3.304075	3.977232	3.300341
20	2	11	5.769585	2.780449	-6.423677	-3.504835	3.439396	7.141243	-1.098137	4.122773	4.119700	4.397957
21	2	97	7.119395	0.867223	-3.660125	-6.752940	5.289861	9.494262	-1.778969	6.584164	3.006568	3.283081
21	2	3	7.119395	0.867223	5.643437	1.469277	-4.931191	-0.589117	2.652515	3.867485	2.136478	1.835296
22	2	87	5.656667	3.505547	-7.426656	-4.525392	5.049297	9.254107	1.827471	5.824163	3.618630	1.707440
22	2	13	5.656667	3.505547	3.030667	1.407863	-0.572223	-2.818741	5.927380	3.779504	2.311328	-1.655053
23	1	100	5.396068	2.562804	-9.669026	-6.691600	7.040969	9.001642	-5.479833	6.266442	1.459617	2.712499
24	1	100	5.579034	4.989722	1.713542	6.111775	-3.969864	-10.743007	5.013299	-4.123677	3.223513	4.368730
25	1	100	5.434552	4.379466	1.883635	5.198966	-8.275138	-7.944202	7.539065	-2.872581	3.834270	2.171954
26	1	100	5.164837	4.268408	2.741476	3.722478	-6.339709	-10.787948	7.723814	1.027490	3.078257	-0.121838
27	1	100	4.215759	-1.385375	2.190552	6.217379	-2.289338	-4.661432	2.500361	3.592714	1.800023	2.381203
28	2	60	4.127350	3.757448	-8.456741	-6.153426	7.703198	6.218267	-2.617757	5.501171	3.559405	4.093616
28	2	40	4.127350	3.757448	2.552577	5.919742	-1.912090	-3.453285	2.716995	-0.274582	3.307074	1.958718
29	2	38	3.902799	1.976410	-6.627839	-2.549596	2.867710	4.531280	3.437673	4.086396	3.533605	4.687184
29	2	62	3.902799	1.976410	5.358278	5.024200	-2.629337	-8.673347	4.932054	2.848155	2.124238	1.648234
30	2	53	6.569685	5.121370	1.778004	3.244982	-7.195218	-4.031368	5.499560	3.048131	2.928938	4.456230
30	2	47	6.569685	5.121370	-4.778517	-8.800910	1.414280	8.496589	-0.057222	7.774742	2.959493	4.918293
31	1	100	4.952056	4.465672	-6.046986	-10.513611	7.704826	9.131253	-0.700355	3.655325	4.206720	2.144394
32	1	100	4.333374	2.427018	-7.279321	-1.362423	4.856064	9.559364	-3.891975	6.215812	0.575525	3.290438
33	1	100	2.136213	2.311130	6.768655	6.711995	-2.523324	-10.539455	7.816197	-1.657784	3.940374	2.072947
34	1	100	4.442631	2.935895	5.054945	1.994700	-7.115249	-10.039536	1.408692	-1.482735	2.576325	1.949088
35	1	100	5.096259	4.597556	-4.289419	-9.150319	2.594295	8.126605	0.285141	6.458963	-1.196727	6.270733
36	2	19	5.749183	2.859774	3.573067	2.537617	-2.595357	-7.519272	5.520582	-1.315797	3.373442	0.953796
36	2	81	5.749183	2.859774	-1.893372	-0.809093	4.978564	-0.973767	1.377674	2.729315	4.743913	3.806429
37	1	100	2.737549	2.310961	6.379174	3.810446	-4.956354	-4.537858	3.432151	4.469512	2.443398	1.786540
38	2	50	4.545600	2.967239	2.644529	4.738821	-1.057697	-2.907299	3.243413	4.064779	3.344985	2.088324
38	2	50	4.545600	2.967239	-1.170745	-0.572015	0.387594	4.614784	1.288037	4.563480	4.118029	4.272647
39	2	50	4.324020	4.635800	2.872249	-0.007492	-1.675223	-16.385472	6.617211	0.131495	2.620326	3.130819
39	2	50	4.324020	4.635800	-6.510451	-6.524433	4.557682	0.378287	6.294605	5.386347	2.647804	3.152896
40	1	100	4.630400	1.563531	5.339796	3.873154	-4.400611	-1.077931	2.722544	2.359464	2.302585	2.909776
41	1	100	5.590204	6.702227	-9.369313	-6.486057	1.539779	2.315119	5.643582	4.857524	3.648840	4.050079
42	2	59	2.535627	2.883117	-4.618461	-3.192282	4.172377	6.172492	3.488895	3.202372	3.773146	3.766861
42	2	41	2.535627	2.883117	4.361266	4.963609	-6.838359	-3.329084	7.435722	1.096609	3.243700	3.152086
43	1	100	6.226725	4.207282	-9.574800	-11.587908	5.514134	8.904795	-0.200851	5.825633	3.806903	3.932757
44	2	52	5.465533	4.084562	1.711385	2.664323	-3.999000	-2.768590	3.741559	2.648792	2.008443	1.016973
44	2	48	5.465533	4.084562	-7.865154	-7.070786	4.731613	5.063015	-1.513482	6.701315	3.460911	4.198917
45	2	42	5.862968	2.458944	-7.977111	4.890990	5.521731	1.388433	-0.270130	1.297337	3.535460	1.948377
45	2	58	5.862968	2.458944	-7.899358	-0.306346	7.466414	4.655115	-0.124144	1.151558	3.843104	3.192084
46	2	28	4.994565	4.035095	-3.525626	-8.095764	6.199152	3.744516	-2.528639	-1.454669	5.483718	2.485661
46	2	72	4.994565	4.035095	4.784593	4.062219	-2.766739	-7.043504	0.788670	-2.074063	4.426168	1.765282
47	2	52	6.199718	2.610124	-10.908404	-9.802390	5.544409	9.965811	-2.005484	4.793220	2.204988	1.212846
47	2	48	6.199718	2.610124	-0.079494	1.581351	-3.479560	-7.185248	3.389600	-1.764764	2.199505	0.379337
48	2	29	3.853126	0.638013	-4.502420	5.721886	2.089679	0.493325	2.832037	7.136926	1.513954	1.815103
48	2	71	3.853126	0.638013	0.588387	7.731904	-2.320360	-8.677834	4.485203	2.821446	1.500380	1.786996
49	1	100	2.951659	2.603962	1.192258	5.275689	-3.983119	-5.658865	7.362129	-3.280559	3.347298	1.106425
50	1	100	5.966393	4.454937	-7.776963	-8.590889	6.387797	4.955156	-4.885274	7.282470	1.805003	4.085313
51	1	100	5.922807	4.646823	-11.453013	-11.692697	4.743401	7.043609	-3.637278	1.531681	0.707031	2.375584
52	1	100	5.573581	5.928418	-10.230624	-3.057168	3.120678	1.124285	3.084011	2.370349	6.047592	3.596876
53	1	100	6.386649	6.639261	-9.579585	-6.189101	1.356440	2.080606	6.761588	4.014019	4.016306	4.586286
54	2	78	4.291221	3.433927	-3.596815	-7.107731	6.919196	4.752802	0.071962	6.678013	3.695018	4.082153
54	2	22	4.291221	3.433927	-1.170845	3.216319	0.633290	-3.322000	4.961695	6.678297	2.863217	2.812220
55	1	100	5.517440	4.454427	4.003236	0.935853	-3.395631	-9.656144	5.824859	3.836844	5.899983	4.276475
56	2	53	5.014208	3.169600	-3.401725	-3.365269	1.268529	5.084781	-1.261333	7.047133	3.142009	4.611449
56	2	47	5.014208	3.169600	2.363525	1.696733	-5.717577	-1.991640	4.329036	1.284977	2.992979	4.210915
