1 1 -1.1056 -3.3185 -1.0792 -1.9968 -10.269 -21.55 -0.018144 -8.7698 -2.5997 -5.7104
1 1 -2.0165 -4.0146 -11.756 -16.99 -2.7159 -0.82111 -5.9124 -0.14379 -3.7443 -0.51736
1 1 -0.92087 -3.8674 -15.367 -16.099 -0.30134 -6.6983 -8.5428 -0.48562 -1.5526 -1.53
1 1 -0.81953 -2.22 -14.662 -3.2809 -9.416 -7.3132 -2.7268 -2.9556 -0.89745 -2.5874
1 1 -2.1682 -4.05 -24.004 -9.8716 -2.229 -1.8071 -7.6301 -0.078215 -4.3213 -0.81753
1 1 -1.2021 -4.7437 -1.0261 -3.4886 -12.251 -10.677 -0.00036586 -5.8664 -3.9615 -5.6137
1 1 -0.0049123 -5.6692 -6.4684 -3.4236 -6.3939 -17.452 -1.5049 -4.1948 -7.3115 -6.2518
1 1 -1.1298 -3.1235 -6.8874 -3.2079 -10.965 -11.764 -4.4598 -5.3604 -5.0833 -5.2068
1 1 -0.89529 -3.8444 -16.062 -14.988 -3.3218 -5.5509 -5.9462 -3.8582 -2.4967 -1.9027
1 1 -2.127 -2.3991 -4.4669 -9.2767 -2.1302 -8.8678 -5.8497 -5.5556 -6.5495 -6.1293
1 1 0.074981 -3.1246 -5.3382 -3.9186 -11.334 -11.318 -3.6196 -2.934 -5.4063 -6.5522
1 1 -6.7938 -6.9105 -17.971 -16.593 1.4832 -1.7495 -4.8773 -1.2403 -5.1972 -1.8462
1 1 -2.8367 -6.7103 -19.44 -16.924 4.9036 3.288 -10.857 2.0098 -3.6895 -2.1052
1 1 3.5463 -7.2525 3.0138 2.5866 -10.992 -16.736 -3.3959 -8.6992 -0.48508 -7.689
1 1 -5.0245 -2.7408 1.868 0.3115 -13.251 -15.677 0.1859 -6.583 -6.3599 -5.2649
1 1 -0.64239 -0.4792 -12.441 -20.185 -2.9801 -14.894 -11.808 -5.3997 -5.4225 -6.5417
1 1 0.49792 -1.7145 -17.137 -13.119 0.17843 -2.4439 -11.375 1.2797 -5.4844 -4.0471
1 1 -2.4534 -2.5 -5.2448 -0.68604 -9.4135 -20.715 -0.86611 -10.504 -3.4205 -4.9849
1 1 -0.89314 -2.6218 -6.9368 0.46669 -13.61 -15.129 2.329 -9.4401 -1.287 -5.5393
1 1 -1.023 -1.7093 -3.4746 -3.1259 -12.268 -20.077 2.7846 -5.0034 -6.0149 -6.4982
1 1 -4.4126 -8.4505 -4.7486 1.3995 -9.232 -14.521 -0.46573 -3.4671 -5.1558 -1.975
1 1 -1.5873 -2.7738 -11.518 -17.429 -1.029 -1.4542 -7.6967 -3.1942 -2.9035 0.022305
1 1 -3.7613 -1.5744 -11.751 -7.8496 -2.19 -0.18026 -10.9 -0.2425 -5.9786 -3.9169
1 1 -4.3468 -6.0251 0.17215 -2.7492 -10.291 -21.157 2.8029 -6.2281 -0.83996 -4.611
1 1 -1.9 -5.7133 -0.042465 -7.496 -11.492 -22.849 -6.6821 -8.2916 -4.1843 -5.1144
1 1 -1.9441 -2.3848 -10.488 -17.487 -2.4856 -0.67914 -7.8819 -0.20749 -8.3295 0.28022
1 1 -1.6441 0.17486 -1.5395 -5.244 -11.232 -13.759 -4.3692 -2.6304 -5.2165 -5.5209
1 1 -1.5084 -4.9764 -2.7113 -5.0336 -13.179 -8.241 -2.702 -5.8394 -1.5958 -3.6597
1 1 -0.40229 1.6481 -15.531 -13.196 -5.3329 -7.3048 -1.5737 -0.51504 -4.1501 -4.2257
1 1 -2.1343 -4.7867 -17.655 -18.654 -0.81203 -1.2112 -7.158 -3.0906 -3.0785 -4.5337
1 1 -4.2113 -6.2927 -4.3625 -0.36132 -11.71 -16.046 1.3629 -11.803 -2.0036 -1.1987
1 1 0.59579 -0.64358 -11.409 -15.633 -0.54094 -5.0742 -11.303 0.92674 -4.3017 -0.016018
1 1 3.7865 -3.9411 -20.393 -20.024 -1.326 -1.4434 -11.661 -6.8242 -5.6805 -6.735
1 1 -1.0255 -3.041 -16.762 -8.8889 -1.1898 -7.997 -2.4707 -3.2269 -0.14034 -4.388
