16	6	-6.4802	-11.278	-12.951	-14.512	-0.16127	0.66018	-10.342	-0.61946	-11.944	-5.2819	-0.094244	-1.2724	-3.7402	-8.4932	-9.8694	-12.077	-7.9583	-4.6526	-5.9451	-0.75263	-0.094244	-5.8662	-12.951	-14.618	-0.15894	0.66018	-10.344	-0.61946	-11.944	-5.2819	-0.094244	-5.8662	-1.4955	-7.1368	-9.6859	-13.051	-7.9842	-4.6526	-6.1436	-1.473	-6.4802	-11.278	-1.5181	-7.0324	-9.7457	-13.066	-7.9844	-4.6526	-6.1493	-1.4846	-0.094244	-1.2724	-15.979	-16.021	-0.13984	0.69466	-10.358	-0.61946	-11.944	-5.2818
24	6	-0.55289	-6.7433	-16.868	-15.509	2.0809	0.48322	-10.951	-0.76606	-7.506	-6.6655	-0.55289	-6.7433	-4.3226	-3.9885	-8.2993	-12.852	-4.7807	-7.2087	-7.5185	-12.844	-0.55289	-0.7173	-21.018	-21.381	2.0809	0.48322	-10.951	-0.76606	-7.506	-6.6655	-0.55289	-6.7433	-14.272	-11.554	0.37427	-4.0193	-9.1021	-0.76664	-1.8695	-1.4045	-0.55289	-0.7173	-15.131	-11.794	0.39604	-6.3989	-6.7358	-6.8377	4.0843	-1.4533	-0.55289	-0.7173	-18.503	-17.426	0.37429	-4.0193	-9.1021	-0.76664	-1.8695	-1.4045
29	6	0.92166	4.7477	-17.267	-11.869	-2.4179	5.053	-6.1367	-4.8844	-0.74767	-6.5593	0.92166	4.7477	-4.9068	-4.2216	-11.188	-16.183	-0.21297	-11.263	-0.74767	-11.957	-5.08	-1.8034	-12.7	-17.148	-2.3361	5.1077	-9.3547	-3.2039	-5.0923	-6.5593	-5.08	-1.8034	1.069	-3.7469	-11.205	-16.247	-0.21297	-11.263	-0.74767	-11.957	0.92166	4.7477	-18.674	-17.621	-2.336	5.1077	-9.3547	-3.2039	-5.0923	-6.5593	-5.08	-1.8034	-11.29	-11.396	-2.5059	5.05	-6.1366	-4.8845	-0.74767	-6.5593
31	6	1.2352	-11.712	-17.407	-13.234	-2.6109	-2.1896	-6.8935	1.1112	-3.8535	-2.155	-4.5617	-17.101	-17.459	-15.291	1.9648	-1.5294	-9.5563	1.2599	-7.7408	-5.8494	-4.5617	-17.101	-7.2524	-5.5453	-9.8307	-16.837	-8.0223	-2.1593	-7.7431	-12.022	1.2352	-11.712	-17.465	-15.291	1.9648	-1.5294	-9.5563	1.2599	-7.7408	-5.8494	-4.5617	-17.101	-17.402	-13.234	-2.6109	-2.1896	-6.8935	1.1112	-3.8535	-2.155	1.2352	-11.712	-7.2577	-5.5453	-9.8306	-16.835	-8.0223	-2.1592	-7.7431	-12.022
47	6	3.631	1.8719	-18.607	-12.607	-2.3232	4.0565	-8.1449	-4.807	-0.57296	4.4038	3.631	1.8719	-23.287	-17.645	0.89114	4.5395	-10.128	-2.452	-8.0068	-2.1306	-1.2095	-0.80574	-23.164	-17.029	0.89114	4.539	-10.128	-2.452	-8.0068	-2.1306	3.631	1.8719	-19.582	-12.731	0.89092	4.5138	-8.1454	-4.4576	-2.8377	-2.1306	-1.2095	-0.80574	-18.484	-11.991	-2.3235	4.0414	-8.1449	-4.807	-0.57296	4.4038	-1.2095	-0.80574	-19.459	-12.116	0.89063	4.4999	-8.1454	-4.4576	-2.8377	-2.1306
48	6	-1.9076	-7.8938	-10.869	-20.613	-0.82394	2.0866	-12.602	1.3606	-12.947	-6.6944	-8.2587	-13.355	-10.869	-18.779	-0.82395	2.0866	-12.602	1.3606	-12.946	-6.6944	-1.9076	-2.8546	-15.798	-23.199	-0.82394	2.0866	-12.602	1.3606	-12.946	-6.6944	-1.9076	-7.8938	-9.1823	-17.844	-2.7533	0.31819	-12.601	1.3492	-7.9172	-0.63744	-1.9076	-2.8546	-14.111	-20.43	-2.7533	0.31819	-12.601	1.3492	-7.9172	-0.63744	-8.2587	-13.355	-9.1822	-16.01	-2.7533	0.31819	-12.601	1.3492	-7.9171	-0.63744
58	6	-4.1895	-9.2265	-21.098	-15.66	3.3171	-2.4787	-7.943	0.39166	-13.154	-1.8972	1.6739	-2.6024	-22.006	-18.265	3.3171	-2.4787	-7.943	0.39166	-13.154	-1.8972	1.6739	-2.6024	-21.944	-14.019	-2.1992	-5.3171	-4.1978	0.29136	-6.2824	3.8582	-4.1895	-9.2265	-13.524	-5.4254	-5.7608	-12.955	-3.8234	-5.3876	-6.4387	1.879	-4.1895	-9.2265	-20.996	-11.368	-2.3513	-5.3568	-4.1553	0.29124	-6.2824	3.8578	1.6739	-2.6024	-15.541	-7.8887	-7.5272	-11.255	-3.6825	-5.7063	-6.2831	3.1799
60	6	-1.848	-12.744	0.78857	-3.7907	-13.684	-20.678	3.793	-12.858	-0.68005	-2.8835	-1.848	-12.744	-8.9729	-14.479	-5.6087	-7.2026	-1.2545	-6.406	-0.21217	0.94338	4.6185	-6.7858	0.5808	-3.8586	-13.684	-20.678	3.793	-12.858	-0.68005	-2.8835	4.6185	-6.7858	-9.1809	-14.546	-5.6087	-7.1924	-1.2545	-6.406	-0.21217	0.94338	4.6185	-0.64579	-12.267	-16.587	-5.6087	-7.1826	-1.2545	-6.406	-0.21217	0.94339	4.6185	-0.64579	-2.5194	-5.8993	-13.657	-20.428	3.7929	-12.858	-0.68005	-2.8835
61	6	0.0034511	-3.7471	-18.939	-12.317	-4.6753	-1.076	-8.1617	-0.010951	-6.2817	1.3249	0.0034511	2.2305	-9.9988	-14.635	-4.4117	-6.4635	-3.9419	-4.6382	0.3611	0.16181	0.0034511	-3.7471	-9.7711	-6.673	-8.8074	-8.5299	-2.7976	-3.5485	-6.2824	-0.68591	0.0034511	2.2305	-20.205	-17.549	-4.6757	-0.98443	-8.1616	-0.010951	-6.2817	1.3284	0.0034511	-3.7471	-4.4219	-1.074	-12.564	-17.095	1.445	-8.2286	0.35817	-1.3616	0.0034511	2.2305	-5.6837	-6.316	-11.375	-14.17	1.445	-8.2287	0.35827	-1.3448
80	6	-7.1755	-10.218	0.31204	1.8026	-5.6472	-18.937	2.9664	-10.977	0.079685	-12.31	-1.2583	-0.80572	-10.285	1.2041	0.39342	-6.9589	2.22	-6.1777	0.74366	-2.4885	-7.1755	-10.218	-8.6276	-3.6757	1.0812	-3.2111	1.5098	-6.1777	0.76536	-2.4494	-7.1755	-10.218	-7.9992	1.7179	0.25598	-7.6774	2.3221	-6.1777	0.51925	-2.935	-1.2583	-0.80572	-1.8883	1.2976	-5.4886	-17.338	2.9663	-10.323	0.079685	-12.31	-1.2583	-0.80572	-12.092	-4.2402	3.1848	-0.60473	-1.6222	-6.1777	0.76536	-2.4494
