88	3	-2.485	-2.2543	-1.1764	-11.015	-3.1159	-9.4297	-1.8357	-0.60967	-7.4893	-7.0459	-2.485	-2.2543	-11.175	-20.286	0.30129	1.8903	-6.8426	1.2081	-7.2551	-4.1272	-2.485	-2.2543	-1.24	-13.395	-2.2465	-9.3629	-1.86	0.00024158	-7.4893	-7.0423
101	3	-2.7864	-2.8653	-2.5752	-9.2259	-7.0347	-9.1173	0.80805	-1.7643	-2.1083	0.72537	-2.7864	-2.8653	-8.1955	-14.636	-1.9564	-1.0072	-4.6775	1.0726	-2.1083	0.7256	-2.7864	-2.8653	-2.5014	-4.6312	-9.9998	-11.318	0.80118	-1.775	-2.1345	-0.20213
265	3	-4.4276	-5.8693	-8.084	-11.102	-1.0084	-2.1079	-4.801	-1.9036	-0.98917	-2.1194	-4.4276	-5.8693	2.281	-2.5219	-10.619	-16.734	-1.494	-4.1247	-1.8745	-5.7041	-4.4276	-5.8693	2.0949	-7.3161	-5.0275	-10.14	-2.6745	-2.1577	-1.8738	-5.0504
276	3	-1.812	-0.44713	-12.027	-10.698	-0.20202	-6.5645	-7.3931	-6.7457	0.67868	-4.3028	-1.812	-0.44713	-0.99407	-3.9502	-7.7823	-11.355	-2.3098	-4.0155	-0.35717	-5.8523	-1.812	-0.44713	-10.11	-5.2309	-4.5738	-8.0781	-7.3966	-6.6594	0.64856	-4.4606
326	3	-2.318	-3.9639	-1.6675	-4.5036	-9.7702	-13.536	2.4535	-4.2173	-2.7278	-3.8945	-2.318	-3.9639	-9.3236	-14.686	-1.6917	-0.18809	-3.4676	0.23058	-2.3872	0.71931	-2.318	-3.9639	-1.7885	-10.638	-5.0492	-10.213	2.4049	-0.74105	-2.7029	-3.6964
331	3	-2.6485	-3.0243	-1.236	-5.4772	-15.06	-9.9507	-2.3751	-7.2214	-7.198	-7.0702	-2.6485	-3.0243	-7.5183	-12.881	-3.9537	3.0626	-7.6561	-1.5525	-5.2086	-2.5359	-2.6485	-3.0243	-1.3412	-8.9227	-10.348	-1.6274	-3.1276	-3.3178	-5.2086	-2.5359
340	3	2.5176	-6.6244	-11.523	-7.8871	2.0608	-4.4837	1.0436	-6.0791	-4.3594	-4.5785	2.5176	-6.6244	-0.27771	1.5518	-6.4868	-18.912	1.1402	-9.6056	-5.1336	-5.8663	2.5176	-6.6244	-5.7137	-0.18683	-2.8148	-11.558	1.0202	-6.2447	-4.6333	-5.103
344	3	-0.93989	-3.6799	-7.6646	-12.83	-0.58765	-5.5355	-7.7328	-1.1007	-2.8719	-4.3835	-0.93989	-3.6799	-4.9171	-2.1428	-5.0425	-14.351	-4.3051	-3.4478	-5.927	-8.1508	-0.93989	-3.6799	-4.265	-6.4662	-2.6592	-9.2794	-2.8019	-0.91932	-4.217	-6.4331
347	3	-1.4868	-3.8971	-3.9438	-6.7191	-6.5975	-14.293	3.0812	2.4002	-4.5996	-4.9794	-1.4868	-3.8971	-4.2856	-12.513	-5.8698	-11.197	4.922	1.65	-2.2918	-3.2021	-1.4868	-3.8971	-9.8402	-15.109	-0.65857	-10.902	4.9192	1.6746	-2.1154	-2.7473
385	3	-4.8955	-4.5295	-13.325	-17.094	3.6291	0.032438	-8.0684	1.9644	-6.9623	-4.3501	-4.8955	-4.5295	-3.2187	-4.7624	-7.2628	-10.76	-3.9921	-1.207	-6.9625	-4.6928	-4.8955	-4.5295	-7.2312	-10.574	-2.5205	-0.9343	-3.9921	-0.37727	-6.9623	-4.3503
492	3	-2.3018	-7.1625	-13.635	-13.92	-0.81719	-2.9922	-2.4334	-1.3099	-3.7977	-3.6348	-2.3018	-7.1625	-3.522	-6.1642	-8.2513	-11.853	-0.42522	-4.7022	-4.977	-5.9268	-2.3018	-7.1625	-3.5133	-6.1667	-8.2514	-11.863	-0.44827	-4.6881	-5.0013	-5.9781
499	3	-4.3744	-8.5948	-3.2457	-11.416	-5.8152	-11.418	-5.5428	-10.456	-5.9855	-5.7969	-4.3744	-8.5948	-9.304	-11.289	-0.15639	-9.0664	-5.0668	-8.5945	-2.6671	-2.0986	-4.3744	-8.5948	-1.9534	-6.7473	-8.8969	-13.821	-5.5262	-10.582	-5.9855	-6.1024
