1	1	-1.5626e-06	-0.1355	-18.936	-20.423	-3.7256e-05	-0.014655	-10.881	-0.042193	-11.367	-5.6066
2	1	-6.6297	-9.5484	-13.498	-12.443	-0.034316	-0.046904	-6.4012	-0.012704	-5.0242	-6.6256
3	1	-1.5752e-07	-0.0048045	-5.8612	-7.2173	-11.465	-10.258	-0.072651	-12.927	-1.1401e-05	-0.34285
7	1	-11.442	-11.763	-7.4134	-4.419	-6.1327	-16.452	-6.2359	0.57992	-12.364	-12.141
11	1	-5.9651	-10.215	-10.215	-1.8755	-10.124	-8.7775	0.0038463	-2.1503	-4.6364	-2.0603
12	1	-0.53413	1.5328	-14.201	-12.229	-5.0237	-8.2919	-3.8953	-6.4712	2.3426	-0.92312
17	1	6.3266	2.4352	-20.813	-24.26	1.6555	-1.2515	-12.903	-0.38012	-13.49	-10.515
18	1	-7.3851	-13.113	-18.743	-10.867	-3.1389	-4.5626	-7.0565	-4.8406	-8.424	0.47729
21	1	-7.4179	-10.37	-2.0652	0.68432	-4.4115	-22.07	0.58766	-4.5729	-0.35507	-11.484
22	1	3.8444	0.77444	-26.366	-16.529	-1.6178	4.5049	-11.773	-0.91758	-4.837	-4.6657
25	1	-5.1253	-1.3963	-14.587	-12.175	-1.8717	-6.5421	-3.4037	-2.5355	0.95758	0.92946
32	1	-0.12726	-0.60552	-14.024	-12.51	-3.8509	-4.1344	-6.703	-4.3322	-0.071474	-1.6117
36	1	-6.5296	-10.347	2.6865	0.66446	-13.47	-24.547	-0.35991	-12.651	-2.8103	-10.598
37	1	-2.8694	-12.797	-16.085	-7.1855	-3.932	-7.1877	-2.7093	-1.35	-3.5882	-0.67954
38	1	-8.3269	-8.2771	-10.305	-19.422	0.53041	-2.5531	-13.877	-2.6552	-11.167	-4.1736
39	1	-1.9841	-9.7683	-16.524	-15.711	-2.1526	0.97076	-9.6058	2.3323	-11.79	-6.368
40	1	-7.0228	-11.5	-21.543	-19.66	-3.2395	-1.8778	-10.522	-2.1407	-7.1363	1.2181
41	1	3.9479	2.0751	-19.678	-11.944	-6.9162	-10.804	-6.9419	-3.2999	2.0975	-1.5618
43	1	-2.2482	1.5336	-10.204	-14.112	-6.5352	-8.2933	-4.6707	-4.6204	-1.0926	2.8995
46	1	-8.6221	-13.298	-17.98	-14.332	-1.4778	1.5065	-6.9275	3.1433	-8.2305	-3.3361
48	1	0.61496	0.056452	-18.513	-20.704	-0.42506	2.9046	-16.971	-2.5441	-8.5406	-6.1719
55	1	-5.4224	-8.5689	1.5733	-0.43336	-12.488	-29.781	-0.11794	-10.496	0.096789	0.7064
66	1	-6.2965	-11.966	-1.0944	-5.4007	-7.0226	-13.151	-3.945	-4.4064	-3.8608	-7.6395
67	1	-7.8358	-10.378	-14.767	-17.627	-4.8371	-3.2003	-8.3184	0.32576	-7.3266	0.98649
68	1	-7.0311	-11.403	-7.0192	-9.6586	-6.7797	-14.338	-11.687	-10.958	-10.722	-7.8916
77	1	-4.4343	-12.704	-6.2093	-0.16272	-7.9526	-9.6248	-6.751	-1.9865	-10.17	-10.006
87	1	-1.7438	0.83493	-16.571	-11.982	-0.8066	-4.8032	-6.2761	-7.4836	-2.2018	-2.4825
88	1	0.88526	-1.1997	-0.020223	-16.565	-6.1932	-8.6867	-4.5269	-3.3546	-6.0488	1.3588
92	1	-1.9046	-0.34662	-21.945	-26.698	-1.8732	5.7703	-8.1545	-0.34646	-10.79	-9.2166
94	1	1.4518	7.9286	-14.206	-6.9748	-0.90645	-11.495	-5.7718	-4.8493	-1.5993	-6.5539
96	1	-3.6002	-9.0137	3.2613	-4.0369	-13.88	-18.84	2.5611	-9.8501	0.20481	-1.8788
107	1	0.28613	-0.818	-20.601	-20.45	-2.2275	-4.3409	-8.7475	-5.9907	-9.9838	-6.4103
115	1	-1.6876	2.9939	-14.054	-13.036	2.5653	-9.5708	-0.53331	-5.0915	-0.27652	0.76972
119	1	-0.057289	-0.12791	-12.349	-14.428	-5.4486	-6.6261	-9.5271	-1.7353	-10.311	0.87532
123	1	-12.855	-9.3415	-8.6441	-11.154	-2.2716	2.3368	-7.5137	-5.1095	1.7754	-2.1204
126	1	3.1881	0.18159	-16.426	-17.989	-0.76717	-6.2937	-4.9872	-2.4306	-6.2529	0.41786
127	1	1.3674	2.6857	-2.3824	-4.9661	-7.2487	-4.4396	-8.3491	-4.1125	-2.6406	-2.7384
128	1	-6.7656	-12.964	-8.5592	-2.0426	-12.613	-11.447	-4.4132	0.62611	-15.25	-12.281
129	1	4.0213	-5.0637	-6.957	-11.643	-1.9547	-4.2061	-6.7854	-5.5346	-9.9506	-8.4851
131	1	-5.5366	-8.6364	-9.0528	-12.541	-0.97605	-8.8875	-10.277	-2.5968	-8.0159	-0.21256
143	1	-9.2955	-12.762	-9.7458	-11.089	-4.3296	0.10015	-8.8336	5.048	-11.899	-7.7402
148	1	-2.2696	-1.9119	-21.151	-22.36	-5.0373	2.4526	-5.2382	-2.3925	-16.727	-10.378
155	1	-3.9718	-12.136	-1.9942	0.88858	-9.4454	-18.314	5.1556	-12.313	-0.34378	-10.438
160	1	-9.9969	-11.003	-0.85301	-2.982	-11.596	-13.175	-7.208	-2.569	-14.327	-8.455
162	1	-7.0373	-8.5302	-18.988	-14.344	1.2502	-1.1023	-11.807	-0.30132	-4.4042	-6.7678
176	1	-0.1187	0.61097	-15.922	-17.39	-5.3945	-6.3145	-13.506	0.086199	-7.4627	1.2995
180	1	-0.07546	-8.8109	-2.1822	-0.8283	-13.65	-21.661	-1.0777	-10.315	-4.6601	-4.3694
183	1	-8.6717	-13.267	-3.3048	-2.7997	-11.139	-20.031	1.2746	-4.9034	-2.1124	-11.093
185	1	1.2494	1.0736	-0.62382	-2.2647	-9.6069	-18.999	-3.6009	-10.149	-0.0071003	-1.3489
187	1	-7.3019	-8.2149	-4.4774	-2.0042	-9.7886	-13.454	-5.2113	-5.9316	-12.451	-10.338
190	1	-6.0553	-10.394	-1.3583	0.19818	-14.914	-23.702	0.34764	-7.4607	-1.1754	-3.0496
196	1	0.34847	-3.0908	-15.093	-23.594	-0.22781	-0.6616	-8.1204	3.648	-8.017	-8.9103
197	1	-7.3656	-9.9492	-12.589	-10.838	-3.8981	-8.6454	-4.9104	-1.1829	-5.3936	1.2594
209	1	1.205	1.3975	-3.5138	-5.5904	-8.5768	-9.7601	-7.9343	-9.8993	-2.4239	-3.6898
215	1	0.96934	-8.8291	-3.4626	-3.3875	-12.021	-14.353	-6.2464	-5.3457	-12.978	-3.6267
220	1	1.8995	-1.4354	-17.013	-24.372	-5.1339	-5.3771	-3.8911	-1.7634	-8.2512	1.4522
223	1	3.9858	-2.4193	-6.5278	-1.6794	-5.4666	-14.979	-3.4894	-6.6781	-1.4129	-5.2058
231	1	-7.3798	-16.334	-5.4884	-5.2887	-7.2859	-17.056	-1.1705	-7.2436	-9.3605	-3.7688
237	1	1.3429	1.0215	-11.408	-7.1209	-2.2864	-11.449	-4.9425	-5.7747	-1.4071	-0.1744
239	1	3.0048	-3.0244	-18.855	-16.573	-1.2289	-2.1057	-10.949	0.47272	-8.5356	-10.908
242	1	-4.3695	-9.1252	-13.334	-19.909	1.4072	0.54776	-15.101	3.0424	-11.85	-8.1996
253	1	-8.9886	-10.892	-13.646	-10.122	-5.4026	-0.22058	-6.6336	-0.40005	-6.0521	-9.554
257	1	-6.4118	-7.3961	0.027115	-2.809	-9.5583	-15.282	-4.3243	-5.4893	-9.6836	-15.863
264	1	-0.16385	0.35875	-12.109	-17.024	-5.229	-5.9929	-10.179	-2.238	-5.8607	-1.7282
266	1	-7.8481	-9.169	-13.254	-22.017	-0.83434	-2.2832	-10.952	-0.66312	-9.9068	-1.2422
267	1	-0.94884	-1.8115	-11.266	-10.776	-14.482	-9.6751	-5.6696	-10.765	-7.8099	-3.4382
268	1	-6.3613	-10.124	-1.0646	2.6267	-9.5258	-19.491	-2.8634	-11.526	3.1066	-9.5923
274	1	-6.4848	-8.3662	-10.557	-15.497	2.6523	-0.64996	-10.649	3.3228	-12.304	-10.888
276	1	-5.7101	-17.571	-7.6743	-13.844	-3.0814	6.5108	-9.2174	1.8354	-14.249	-6.6246
281	1	2.559	-2.7288	-3.571	-2.5107	-12.143	-11.501	-4.3105	-1.4089	-4.621	-0.5457
286	1	2.5769	-2.1959	-0.99397	-2.5711	-12.18	-8.4832	-3.6876	-9.458	-9.4008	-1.5216
300	1	-7.0862	-12.463	-16.268	-18.095	-1.1769	-0.32305	-9.1549	0.37026	-11.646	-7.2017
301	1	-10.144	-12.658	-5.9783	-4.7933	-8.9177	-17.612	-4.1015	-9.4122	-11.324	-8.9042
306	1	-5.3291	-11.253	-19.031	-18.352	-0.67478	-4.388	-12.167	-4.3564	-10.541	-4.9756
310	1	1.6835	1.5021	-21.116	-16.49	-1.1082	0.47567	-10.366	-1.5507	-8.4305	-8.0461
314	1	-5.1883	-10.585	1.5875	2.1916	-8.9089	-15.398	-1.8779	-7.6229	3.3069	-4.809
315	1	-5.0237	-10.012	-1.2221	-5.3494	-8.947	-14.421	2.0475	-7.5275	-5.363	-8.8566
317	1	1.778	-1.7417	-20.893	-15.808	-3.2445	-1.2879	-9.1562	5.8521	-10.312	-5.7547
318	1	-0.28713	1.9164	-14.27	-6.134	-8.8439	-3.4982	-5.0909	-3.0066	-7.3773	-1.4889
321	1	2.1456	-2.2666	-14.704	-7.7852	-2.675	-9.5535	-6.2048	-2.2472	-1.4617	-1.2595
329	1	0.88574	0.48454	-12.395	-8.9823	-0.17957	-8.4795	-3.8772	-5.524	-1.1854	-6.5854
332	1	-1.8044	2.4599	-15.111	-20.291	-3.717	-0.014026	-9.9148	-6.5055	-4.8589	-6.3578
337	1	-4.7109	-9.6691	-14.841	-18.021	0.1708	-0.097762	-15.024	-1.4242	-6.0641	-7.2579
343	1	-8.3988	-12.815	-2.3314	-0.44885	-4.117	-11.376	-5.9102	-1.9768	-10.528	-12.553
344	1	-1.2681	-1.635	-13.576	-22.413	0.46516	-0.13312	-5.6993	1.9712	-11.763	-1.6741
349	1	1.3344	4.3589	-14.82	-19.603	-9.2778	-4.2487	-6.0737	3.3886	-9.8083	1.498
351	1	1.279	-2.9856	-20.063	-19.872	2.7579	-3.5148	-11.849	4.0317	-9.7332	-4.2798
355	1	2.3007	-0.43929	-2.5418	-9.1212	-13.757	-11.873	-6.8097	-9.4973	-7.3254	-1.3742
356	1	-7.0872	-12.469	-12.87	-7.0176	-1.9102	-9.6607	-5.37	-7.5584	0.024342	-1.2364
357	1	-0.93003	-11.081	-13.781	-17.696	0.21235	1.0771	-10.896	1.2189	-14.016	-4.2964
360	1	-7.7449	-9.5599	-15.202	-16.886	2.5768	-0.64619	-12.692	0.38024	-11.934	-7.5793
362	1	0.22101	1.3784	-5.1736	-3.8641	-10.228	-14.866	-2.5258	-7.1909	-1.656	2.4605
369	1	-2.2489	-12.412	-7.6006	-2.4641	-7.3782	-13.369	-1.1964	-0.30509	-12.666	-5.0245
373	1	-0.36741	-9.5455	-15.071	-14.234	-2.4939	0.82685	-13.522	0.6209	-13.892	-11.503
375	1	2.5208	-2.5734	-21.973	-18.569	-2.0593	2.3127	-8.7631	1.4513	-10.722	0.5071
379	1	-7.1327	-11.195	-4.6852	-4.978	-8.7763	-8.9214	-5.8911	-1.248	-5.9143	-3.69
385	1	-0.31027	1.821	-24.915	-23.151	1.3397	4.9937	-9.3347	-0.075253	-3.6793	-6.6378
386	1	-0.89508	-0.16962	-17.096	-12.491	0.81618	-1.8418	-8.6398	-1.9871	2.0838	-3.6427
387	1	-0.12573	0.8483	-20.005	-13.731	0.12686	0.27847	-11.78	-0.65021	-9.5035	-9.5538
388	1	-7.0466	-13.65	-5.5199	-0.97623	-7.5984	-9.109	-5.0576	-0.084343	-4.6014	-12.041
390	1	-0.62479	-1.5759	-6.8002	-5.0508	-9.5541	-16.089	-0.26156	-11.28	1.6369	-3.4991
397	1	-1.819	1.1121	-9.1777	-4.8058	-8.5471	-7.8263	-1.4932	-4.2047	3.4181	-1.279
398	1	-6.0154	-12.151	-13.867	-10.285	-4.5411	-3.472	1.1649	-1.6826	-6.3253	-0.61358
401	1	-9.821	-15.592	-15.007	-21.773	0.85806	-1.1543	-8.1799	3.4943	-12.112	-8.4489
408	1	1.9937	1.5618	-15.599	-13.429	-0.45282	-5.5082	-1.2125	-6.6602	0.35027	-0.10192
410	1	-8.6265	1.3751	-12.175	-9.2765	-2.4432	-7.3013	-2.0449	-4.0921	0.81061	-0.24754
412	1	-6.6402	-12.131	-16.895	-16.887	1.7594	-3.1711	-11.863	4.5273	-11.458	-10.412
413	1	-5.1422	-13.389	-21.655	-16.845	2.417	1.8043	-11.066	-3.0501	-7.7029	-7.1207
416	1	-6.9087	-12.366	-4.3693	-1.6992	-12.18	-12.931	-7.9264	-7.3654	-11.806	-10.134
424	1	-3.5682	-9.8258	-3.9082	-5.4343	-8.1274	-14.093	-3.1151	-6.0026	-11.094	-7.9641
434	1	-2.8262	1.8373	-21.281	-22.561	-0.12321	-2.7278	-10.002	4.1667	-9.6293	-4.3688
436	1	-6.5806	-12.436	-5.1665	-2.0567	-12.29	-8.3815	-9.9219	-7.4845	-9.4511	-2.7463
437	1	-7.2339	-11.561	-6.484	-6.849	-9.2819	-8.7072	-2.5472	-7.3598	-9.2691	-0.74137
438	1	-6.4629	-6.0586	-16.99	-16.757	0.87092	2.7861	-9.6034	-2.9012	-10.713	-2.6431
441	1	-7.5745	-12.674	-12.157	-9.5518	-3.03	-6.2764	-8.961	-5.9154	-12.432	-4.5299
443	1	3.0149	4.3985	-14.263	-5.7132	-6.5928	-7.6792	-7.2772	-3.2927	-6.5853	-7.5127
449	1	-2.4382	-12.724	0.64081	-5.391	-7.8325	-10.684	0.12719	-5.9629	-1.2451	-8.4465
455	1	-4.3994	-11.485	-13.892	-15.801	-4.786	-4.436	-7.3213	-2.5949	-6.1407	-0.23629
456	1	-10.242	-14.052	-17.614	-17.168	-0.31315	0.69163	-9.2312	-0.6415	-8.7464	-12.188
471	1	-7.5592	-3.2381	-23.348	-14.213	1.378	-0.6595	-9.3424	-0.30848	-13.608	-3.9824
474	1	-7.3673	-10.837	-4.8919	1.7188	-4.106	-10.014	2.3322	-3.4936	-4.8728	-9.5764
478	1	-10.315	-8.9891	-13.553	-18.153	0.0086939	-2.4051	-12.522	1.5736	-6.5799	-6.3952
479	1	-3.2247	-14.763	-10.466	-4.9597	-2.2859	-10.32	-0.66085	-5.9855	-3.1735	2.3333
483	1	-1.6039	-0.60134	-8.9146	1.024	-11.916	-11.102	-0.68843	-13.242	2.4975	-1.2396
484	1	1.4831	1.8449	-17.067	-19.029	-0.33108	-1.5368	-10.538	-0.33001	-8.3119	-7.5249
485	1	1.7977	-10.059	-5.2598	-6.3822	-8.7998	-12.284	-6.5	-7.7671	-5.9747	-3.3623
489	1	2.5283	2.0301	-25.206	-20.832	-3.7212	-2.6778	-7.67	-0.11064	-11.353	3.8966
495	1	-0.26317	-9.4022	-0.46031	-0.60424	-7.1901	-27.96	-0.57108	-11.678	0.92372	-0.36184
496	1	-3.8564	-9.4466	-10.622	-12.922	-4.8519	3.8769	-7.6121	1.0881	-10.267	-2.613
497	1	1.5184	1.2786	-18.412	-26.745	-0.87678	1.079	-8.027	-0.39849	-10.262	-1.4328
501	1	-4.3928	-14.187	-5.0462	2.0852	-14.261	-19.519	-7.2709	-0.45215	-9.4416	-11.651
510	1	-10.932	-5.5447	-5.1487	5.9904	-7.4386	-22.778	-1.2579	-9.8572	0.48181	-3.6425
512	1	-9.9777	-7.9949	-7.9158	-4.487	-8.3249	-12.431	-6.1531	-5.856	-8.2023	-3.7234
514	1	3.3661	-2.7718	-18.251	-23.207	-1.4807	1.3897	-10.945	1.6002	-11.563	-5.7116
516	1	-5.3927	-1.9749	-16.68	-18.508	1.623	-1.2977	-10.545	2.7951	-7.3899	-8.1908
518	1	-6.224	-9.6382	-7.1342	-4.0352	-6.7921	-9.7871	-10.627	-2.0162	-10.092	-4.6752
524	1	-0.87522	2.5087	-6.7592	-4.8852	-11.715	-13.162	-7.6088	-3.934	-8.5792	-10.182
532	1	-6.4531	-12.665	-17.737	-11.823	-2.0279	-0.12956	-11.245	5.1982	-8.8538	-5.9628
536	1	1.5608	1.2937	-11.055	-13.125	-1.4591	-11.911	-5.6161	-6.3502	0.64183	-1.7624
537	1	-4.2786	0.98607	-14.509	-17.851	-6.712	-6.8287	-5.6431	-3.6557	-4.2608	1.1145
542	1	-7.7976	-15.417	-2.2516	-0.86115	-9.8401	-11.614	1.328	-0.74682	-3.3342	-1.0695
545	1	-9.9399	-12.953	2.1479	1.7035	-11.216	-21	0.97244	-15.054	-0.37838	-1.611
554	1	0.16668	-5.3141	-5.1118	-5.6859	-9.7945	-18.142	-1.5302	-7.7745	-6.929	-8.3053
559	1	-0.058447	2.85	-16.757	-20.689	-1.9188	-3.595	-7.4225	-2.163	-10.207	-5.5682
568	1	-5.869	-11.998	-9.9704	-14.777	-1.9989	-0.81918	-5.82	-2.2632	2.389	-3.1468
569	1	-1.4814	1.2029	-23.173	-23.221	-0.61529	0.78331	-13.529	-0.19657	-8.9277	-9.7643
581	1	-7.3526	-9.6745	-20.806	-17.714	-4.5302	2.8481	-12.145	3.2044	-7.2423	-5.0007
588	1	3.1938	0.40565	-15.442	-5.6448	-0.083845	-9.2985	-4.7244	-0.32219	2.8493	0.16797
597	1	5.2752	3.3502	-20.88	-17.554	-0.38003	-0.050179	-10.674	2.0548	-9.9635	-8.4313
598	1	-5.5582	-9.8414	-17.102	-11.595	-0.090967	-1.2977	-11.359	0.7115	-9.8153	-2.4811
600	1	-9.6026	-10.759	-9.4285	-4.5774	-10.204	-7.6738	-5.8258	-5.7742	-8.0362	-2.1633
618	1	-7.4182	-13.147	-5.8229	-13.989	2.9338	-7.1621	-11.244	0.14016	-4.3304	-9.8643
623	1	-5.3176	-10.404	-11.377	-14.577	-0.22735	-2.2111	-7.2507	-3.8962	-8.7348	-6.8513
625	1	6.0558	1.5055	-14.884	-12.817	-0.11851	0.0007448	-8.5935	-0.87016	-2.987	-6.4486
626	1	-4.1141	-11.192	-16.377	-16.063	-3.0716	1.0167	-11.011	-3.2113	-6.8715	-6.9286
635	1	-0.38565	0.46405	-5.6635	-6.3341	-7.7428	-12.098	-3.8415	-1.1665	-3.9942	-9.0062
637	1	-11.511	-10.911	-16.28	-16.934	-4.2467	-1.2803	-7.3481	-3.5684	-7.3315	-6.4431
647	1	-6.1709	-10.319	-12.663	-10.019	0.28477	-6.4414	-7.4727	-3.6414	-4.0539	-2.6377
649	1	-9.1362	-9.1151	2.2777	1.3494	-11.584	-20.706	-0.28325	-9.2057	-1.36	-1.9823
653	1	4.823	-0.24532	-18.988	-19.664	-3.2247	0.3023	-12.136	2.8945	-15.197	-10.793
664	1	-10.901	-12.994	-3.2035	-4.7075	-9.8219	-15.822	-6.1444	-8.4741	-11.612	-10.022
667	1	1.5597	-0.91198	-19.724	-22.698	-2.7934	-0.7458	-14.777	-0.55099	-13.063	-5.6446
670	1	-0.49685	-1.8954	-21.59	-7.9786	-6.2364	-7.9757	-1.9964	0.44489	-6.4222	-1.8141
684	1	1.932	1.7668	-17.97	-28.807	0.54266	-0.097917	-10.351	1.1311	-11.395	-11.038
685	1	-7.7252	-10.499	-3.8455	-0.88588	-14.973	-15.022	0.60367	-4.1449	-2.2628	-9.4682
686	1	-1.9269	-0.29473	-21.593	-21.315	-3.6157	-7.0826	-8.3492	-0.41367	-12.072	-1.6716
687	1	-7.7713	-12.453	-6.3552	-4.7964	-7.9999	-21.557	-1.2832	-7.2588	-11.453	-9.1888
689	1	-10.909	-13.632	-4.2253	-2.9743	-9.9875	-11.891	-5.5052	-2.7915	-9.2919	-3.3044
693	1	-7.7387	-9.8184	-16.204	-16.75	0.7504	1.6808	-9.9755	4.5601	-12.836	-7.002
694	1	-7.05	-12.739	-19.358	-15.817	-1.7683	1.9776	-12.208	1.2142	-12.889	-9.5468
705	1	-7.1267	-7.5987	-6.9915	-11.471	0.486	-0.47215	-9.2082	-2.684	-8.2014	-12.16
710	1	-11.455	-6.7889	-4.1609	-4.6073	-9.3853	-14.156	-10.713	-3.7386	-12.208	-12.145
714	1	-6.9701	-8.6244	-6.0014	-3.5403	-8.591	-20.434	-7.1988	-5.4411	-13.682	-15.443
747	1	1.1514	1.5286	-10.13	-22.123	-0.86	1.2002	-9.8449	-1.726	-6.7524	-1.3519
751	1	2.459	-7.2005	-12.044	-21.533	2.7451	-7.2193	-10.321	-0.47003	-8.4965	-2.228
760	1	-1.1723	-12.16	-6.8924	-5.9273	-3.8071	-2.0605	-3.9937	-2.4191	-1.8216	-2.322
761	1	-9.9453	-11.238	-2.5538	-4.7964	-10.694	-18.128	-1.9545	-2.1488	-9.8597	-8.2032
767	1	-2.3063	-9.2154	-23.701	-9.9479	0.99597	-3.1259	-13.408	4.452	-13.071	-8.5681
768	1	2.9214	-8.2476	1.0661	0.33502	-12.644	-14.728	0.74401	-13.535	-0.098198	-11.642
769	1	-7.6196	-8.2452	-18.382	-18.76	6.1921	-2.1352	-11.856	-0.48253	-13.261	-10.606
771	1	-8.6837	-9.1723	-18.179	-16.21	2.7574	-2.5513	-9.2617	-0.26951	-10.978	-5.2589
774	1	-4.9491	-13.41	-17.68	-12.175	-1.8244	0.61865	-4.7175	-1.3596	-10.116	-1.0061
783	1	2.8906	-9.9393	1.033	-0.52167	-12.854	-14.673	-2.3066	-11.232	-0.42453	-4.8592
784	1	-5.5215	-8.7322	-4.8081	1.9342	-17.132	-17.735	0.9931	-7.399	-3.6835	-5.3156
