9	3	1.631137	-2.778436	3.629754	0.458063	-9.144271	-5.815874	2.666427	0.810728	-4.035180	-4.738570	7.531480	-0.634452	3.629748	0.457064	-9.141536	-5.814535	2.666427	0.810728	-4.035180	-4.738535	7.531480	5.785019	-8.569724	-10.814111	-4.269895	4.865724	2.657295	1.219385	-3.941156	0.660885
14	3	7.729854	7.716319	1.361149	-2.658345	-2.609632	-11.916498	1.589678	-4.224962	7.640030	5.779113	1.299800	-3.327900	5.865143	2.803210	-6.715252	-16.335879	1.590084	-4.249927	7.640030	5.779113	7.729854	7.716319	-2.880096	-8.126976	1.928677	-2.031335	-0.458652	1.137855	7.640094	5.780392
20	3	7.431666	7.887776	-15.872007	-14.817387	7.164417	10.885435	0.979723	3.322672	-4.313945	-2.220963	7.431666	7.887776	-15.865355	-14.817329	6.650794	10.600299	0.985416	3.237873	-2.021738	3.644448	7.431666	7.887776	-10.141893	-14.629423	6.650794	4.711188	1.142013	-1.902130	3.129894	3.644448
42	3	1.476303	0.252091	3.191889	6.850362	-3.521410	-14.504089	2.493187	-2.089463	5.349625	3.267176	6.385104	5.459143	-5.489847	-1.904498	4.365294	-0.920034	-2.543228	1.793439	7.512564	5.595352	1.476303	-5.416458	3.197040	6.864369	-3.522053	-14.508376	2.493191	-2.089466	5.349625	3.267176
44	3	1.733407	5.584281	-11.737400	-7.561575	6.894564	4.157127	2.993035	-1.140041	5.960154	0.264732	7.176657	7.042140	-12.056517	-8.102190	6.894559	4.158094	2.993040	-1.140116	5.960193	0.264780	1.733407	1.458367	-9.594982	-1.346105	6.821133	1.323420	2.741613	1.235057	5.109319	-0.759504
52	3	6.247631	8.877814	-13.475874	-14.963453	7.287927	6.693758	-7.045254	3.580951	-2.279516	0.200477	6.247631	2.469724	-12.039873	-9.006674	7.287927	6.693757	-7.045254	3.580951	-2.279516	0.200477	6.247631	8.877814	-4.496192	-5.601472	6.179905	0.269551	-1.766129	-1.649195	5.510803	4.777065
54	3	5.741875	3.986669	-10.215641	-10.185630	1.527308	4.319439	1.141991	6.321648	-0.450529	7.480062	5.741875	-0.955695	-10.066386	-9.765740	1.527308	4.318849	1.141991	6.321648	-0.450529	7.480062	0.305329	-6.967621	-10.066386	-9.765724	1.527308	4.318849	1.141991	6.321649	-0.450529	7.480062
57	3	1.964770	-1.648712	0.629475	4.065333	-2.777601	-7.504450	3.823933	3.636449	-4.025040	-6.578594	1.964770	-1.648712	-9.067509	-6.282959	4.486545	8.100958	-0.302576	6.703482	-4.023481	-0.389896	1.964770	-1.648712	-8.815981	-1.340909	4.481413	1.500310	-0.302577	6.703435	-4.023490	-0.391577
59	3	6.854235	4.419266	-13.266826	-10.819509	5.736642	10.568069	-1.550375	7.318419	-0.165198	-1.804933	0.873592	-4.449113	-6.741821	-8.875561	5.734164	10.538420	-1.550302	7.318419	-0.165198	-1.804933	6.854235	4.419266	-8.009002	-6.547656	5.507827	3.810069	5.010699	4.385275	7.368771	3.893504
62	3	6.271240	7.200103	-1.690806	-13.665140	-0.014765	8.689438	1.247891	4.852245	-5.519445	2.022371	6.271240	3.199183	5.194361	-3.092694	-6.155103	-3.149262	1.366455	1.600696	-8.931008	-4.173262	6.271240	7.200103	-5.018494	-19.531486	5.801084	9.069637	-3.130150	6.615138	-5.519445	2.022371
64	3	1.986091	-6.982582	6.821765	7.787241	-5.072763	-7.303782	5.795496	5.814207	4.356871	4.313423	1.986096	-6.982582	3.928231	0.341124	-5.857205	-0.049097	0.805893	6.713269	-0.809019	5.222126	1.986096	-6.982582	-2.368435	-2.208602	1.458302	2.593914	0.322325	6.901701	-0.801036	7.846123
78	3	-0.752674	-3.276216	-5.544451	-8.830148	5.841073	4.243074	-8.291513	0.808181	-7.610033	1.407220	-0.752674	-3.276216	4.327859	1.210450	-6.526767	-6.327704	-1.697072	-2.979647	-7.641686	-3.887107	-0.752674	-3.276216	-1.239263	-3.497210	3.438301	1.111054	-7.950848	0.808098	-5.134825	4.953274
91	3	7.369689	7.080746	-5.198443	-10.453178	1.687330	10.063618	-2.795100	6.384897	-0.953138	5.943835	7.369689	1.300698	-3.808283	-8.058857	1.613208	9.973132	-2.795087	6.383255	-0.953147	5.943655	7.369689	7.080746	1.261713	-3.969761	-0.039809	4.742264	2.320777	1.242665	5.544345	5.839259
95	3	-0.643492	7.236071	-14.200383	-11.650769	7.852501	10.045328	-2.944281	5.529132	-5.477882	-5.455900	-0.643492	1.308806	-8.861615	-6.584924	7.793242	10.040625	-2.924927	5.529132	-5.477882	-5.455900	-0.643492	1.308806	2.034640	3.618846	-2.212523	-9.268126	2.600760	-0.870570	-5.477882	-11.940050
98	3	0.739952	-5.421307	-5.869964	-7.290842	5.188392	2.402256	-2.932668	6.427026	-1.156071	5.802850	6.917686	-0.368899	-5.869964	-7.304871	5.188393	2.402256	-2.932668	6.427026	-1.156071	5.802850	6.917686	6.237591	-10.881010	-10.639740	5.188469	2.403593	-2.932636	6.427031	-1.156016	5.803058
103	3	0.662535	-7.137722	-12.238933	-8.347561	5.624749	9.659991	-8.539734	7.439451	-5.168381	-0.467023	5.742673	-2.748472	-12.238934	-8.348473	5.624753	9.659991	-8.539734	7.439451	-5.168381	-0.467023	5.742673	2.939672	-12.410897	-9.690518	5.628355	9.660252	-8.539770	7.439451	-5.168381	-0.467023
104	3	1.271755	-1.541498	4.482089	8.033186	-6.781654	-9.111185	4.873765	-2.416190	5.091294	3.056638	6.458919	8.141519	1.060170	1.575806	-4.548593	-6.434858	4.873070	-2.388485	5.091297	3.056642	1.271755	-1.541498	4.034651	5.363542	-6.624040	-6.936218	3.655748	-0.148796	2.883734	1.001764
