1	1	100	5.884106	5.014441	-5.104039	-9.283867	4.981648	3.988725	0.733881	3.685337	4.424870	3.312280
2	2	20	5.035215	2.684268	-8.653127	-2.599806	4.975811	6.232986	0.487005	4.109693	2.733902	4.518585
2	2	80	5.035215	2.684268	0.657739	4.005858	-5.635285	-8.413092	6.938721	-0.482716	1.779461	1.473008
3	2	62	5.537964	2.356299	5.212210	5.679668	-4.510604	-7.361482	4.683963	-1.375415	4.040848	1.203646
3	2	38	5.537964	2.356299	-2.645137	-4.188135	4.362279	2.797229	-0.402738	2.639779	4.047623	3.896832
4	2	62	6.037137	2.590075	5.128921	3.222964	-4.317305	-4.558362	1.859417	0.645068	2.610990	0.825735
4	2	38	6.037137	2.590075	-0.930153	-4.636871	4.410838	3.743338	-0.666530	4.935835	3.113556	3.758795
5	1	100	4.270513	0.917114	5.529057	4.666188	-4.194133	-2.010614	-1.695507	3.005105	1.618683	-0.284495
6	1	100	5.349575	3.903011	-10.414898	-6.482544	-0.155348	2.917539	-0.006512	0.862183	2.440291	4.958810
7	1	100	4.973278	3.197483	-12.683587	-13.369302	6.680515	7.801967	-2.977628	3.682121	1.061577	3.844115
8	1	100	4.800293	2.436142	0.110410	2.102432	-1.577741	-4.112836	6.095881	1.364829	0.539430	-1.274067
9	1	100	5.874722	4.346193	3.266874	4.763459	-4.866337	-7.291396	5.509786	-5.097158	3.187161	1.850093
10	2	46	4.974481	2.437558	-0.316424	2.062251	-1.137443	-6.740615	6.215257	0.231839	2.294055	2.979140
10	2	54	4.974481	2.437558	-8.594727	-4.988981	2.598126	10.131892	0.227785	5.794130	2.295278	5.851276
11	1	100	5.730871	4.390263	-7.524696	-7.100768	1.985608	8.029164	-0.729998	3.904572	3.665936	4.565179
12	2	26	5.415045	3.369430	5.822619	3.186902	-0.681443	-4.175267	6.000080	6.064341	2.301865	3.216274
12	2	74	5.415045	3.369430	-0.771713	-5.616209	3.290096	7.068708	1.214427	5.046400	2.873585	4.838925
13	2	21	4.692242	3.574339	1.090377	-0.752799	-1.433041	0.980736	2.984573	-1.060677	3.633444	2.899315
13	2	79	4.692242	3.574339	-5.345411	-4.828600	1.554628	9.453049	2.812089	4.534073	3.715308	3.616669
14	1	100	4.395399	4.941460	-10.001817	-9.295473	2.587244	5.431351	1.614855	5.193954	3.290833	4.661681
15	1	100	5.845771	3.408351	3.451834	-2.571727	-2.940341	-7.244068	4.606105	0.202650	1.052140	0.844774
16	1	100	6.687914	1.865975	7.037242	7.156289	-6.539544	-6.704717	4.787826	-2.593635	4.705564	2.367526
17	1	100	3.284918	2.193151	0.628813	5.788740	-7.449112	-2.620662	5.262435	2.348608	5.204619	2.611933
18	2	59	6.278737	3.160641	-7.176010	-1.258408	4.276502	8.029185	2.337233	4.723382	4.684885	3.284247
18	2	41	6.278737	3.160641	4.198572	5.300903	-2.993858	-6.062462	3.493363	0.178097	3.340666	-0.501586
19	1	100	5.448472	4.386769	-13.863999	-9.731800	6.896364	5.384121	-5.579142	5.113532	2.110296	6.736871
20	2	65	5.532577	3.515631	-5.220354	2.728042	-0.274919	-3.221049	1.134750	1.162545	-0.417550	-3.097271
20	2	35	5.532577	3.515631	-12.841185	-6.489801	4.502858	3.911616	2.316309	5.540997	3.102031	1.838204
21	1	100	5.878585	4.445856	3.948321	3.945657	-4.477652	-15.587191	4.477530	-2.770481	4.068102	2.573080
22	1	100	5.528972	3.819232	-11.075031	-9.961924	5.195165	5.775307	-4.509891	4.834355	1.266811	2.955644
23	2	91	2.599917	2.472549	2.627301	7.401910	-6.609079	-6.445747	-0.631601	1.496271	0.606223	1.772534
23	2	9	2.599917	2.472549	-3.486981	-1.624641	4.717661	8.331487	-1.133871	6.562845	2.104555	2.925844
24	1	100	4.542275	4.304672	1.280181	3.100723	-5.502354	-2.039974	3.627423	2.571101	2.775040	2.061776
25	3	44	5.321322	3.198026	-2.713695	-7.520218	5.203486	3.468181	2.143656	5.912660	3.618076	4.294738
25	3	17	5.321322	3.198026	3.432137	-1.395951	0.941521	-0.046547	-0.075271	3.851747	2.365161	3.512588
25	3	39	5.321322	3.198026	3.522897	3.208427	-4.975965	-4.898208	0.628831	1.406662	2.342720	3.506127
26	2	89	3.430780	-3.944109	4.771672	6.649780	-3.700264	-9.215981	4.686601	-1.369225	3.195325	2.048635
26	2	11	3.430780	-3.944109	-5.860763	-4.093886	4.412622	10.505910	-1.491240	4.532573	3.677745	3.062187
27	1	100	5.900235	4.176127	-14.624282	-3.902099	4.803893	1.154887	-0.809862	2.396564	1.356625	4.291006
28	1	100	5.389166	4.602068	-10.140790	-11.003137	2.828943	1.832422	1.683748	-1.450899	4.208473	3.681434
29	2	67	5.244665	4.252988	-6.967537	-7.814235	5.121640	6.059777	-1.940672	-0.118440	3.963475	3.424890
29	2	33	5.244665	4.252988	3.299039	4.154704	-4.405900	-8.837805	4.158551	-3.719293	3.117638	1.124372
30	2	40	5.867189	4.110360	1.714824	2.106677	-1.414058	-5.688483	2.799373	1.420245	1.743115	0.674944
30	2	60	5.867189	4.110360	-8.840174	-6.908301	3.583905	8.556796	1.216773	7.809870	2.460327	2.378331
31	1	100	3.835182	2.031100	8.613374	6.714754	-4.876255	-10.255954	5.613135	4.393500	2.781488	0.148530
32	1	100	5.937541	2.768816	-0.669485	0.880854	-8.197377	-10.955995	2.461343	-1.490588	3.093682	3.535039
33	1	100	0.478265	2.138931	-14.179203	-3.624442	6.330253	9.447317	-6.685208	5.177327	-0.323980	4.211718
34	2	76	5.789702	3.558285	3.501259	3.814432	-6.923164	0.185215	3.123762	2.385967	3.127191	3.810630
34	2	24	5.789702	3.558285	-3.103178	-2.490364	4.691879	8.293239	-2.082564	8.926590	3.174808	4.851739
35	1	100	4.676332	4.318407	-10.541514	-7.453648	6.932831	9.955283	-0.288228	6.690642	2.941618	3.884950
