2	2	5.035215	2.684268	-8.653127	-2.599806	4.975811	6.232986	0.487005	4.109693	2.733902	4.518585	5.035215	2.684268	0.657739	4.005858	-5.635285	-8.413092	6.938721	-0.482716	1.779461	1.473008
3	2	5.537964	2.356299	5.212210	5.679668	-4.510604	-7.361482	4.683963	-1.375415	4.040848	1.203646	5.537964	2.356299	-2.645137	-4.188135	4.362279	2.797229	-0.402738	2.639779	4.047623	3.896832
4	2	6.037137	2.590075	5.128921	3.222964	-4.317305	-4.558362	1.859417	0.645068	2.610990	0.825735	6.037137	2.590075	-0.930153	-4.636871	4.410838	3.743338	-0.666530	4.935835	3.113556	3.758795
10	2	4.974481	2.437558	-0.316424	2.062251	-1.137443	-6.740615	6.215257	0.231839	2.294055	2.979140	4.974481	2.437558	-8.594727	-4.988981	2.598126	10.131892	0.227785	5.794130	2.295278	5.851276
12	2	5.415045	3.369430	5.822619	3.186902	-0.681443	-4.175267	6.000080	6.064341	2.301865	3.216274	5.415045	3.369430	-0.771713	-5.616209	3.290096	7.068708	1.214427	5.046400	2.873585	4.838925
13	2	4.692242	3.574339	1.090377	-0.752799	-1.433041	0.980736	2.984573	-1.060677	3.633444	2.899315	4.692242	3.574339	-5.345411	-4.828600	1.554628	9.453049	2.812089	4.534073	3.715308	3.616669
18	2	6.278737	3.160641	-7.176010	-1.258408	4.276502	8.029185	2.337233	4.723382	4.684885	3.284247	6.278737	3.160641	4.198572	5.300903	-2.993858	-6.062462	3.493363	0.178097	3.340666	-0.501586
20	2	5.532577	3.515631	-5.220354	2.728042	-0.274919	-3.221049	1.134750	1.162545	-0.417550	-3.097271	5.532577	3.515631	-12.841185	-6.489801	4.502858	3.911616	2.316309	5.540997	3.102031	1.838204
23	2	2.599917	2.472549	2.627301	7.401910	-6.609079	-6.445747	-0.631601	1.496271	0.606223	1.772534	2.599917	2.472549	-3.486981	-1.624641	4.717661	8.331487	-1.133871	6.562845	2.104555	2.925844
26	2	3.430780	-3.944109	4.771672	6.649780	-3.700264	-9.215981	4.686601	-1.369225	3.195325	2.048635	3.430780	-3.944109	-5.860763	-4.093886	4.412622	10.505910	-1.491240	4.532573	3.677745	3.062187
29	2	5.244665	4.252988	-6.967537	-7.814235	5.121640	6.059777	-1.940672	-0.118440	3.963475	3.424890	5.244665	4.252988	3.299039	4.154704	-4.405900	-8.837805	4.158551	-3.719293	3.117638	1.124372
30	2	5.867189	4.110360	1.714824	2.106677	-1.414058	-5.688483	2.799373	1.420245	1.743115	0.674944	5.867189	4.110360	-8.840174	-6.908301	3.583905	8.556796	1.216773	7.809870	2.460327	2.378331
34	2	5.789702	3.558285	3.501259	3.814432	-6.923164	0.185215	3.123762	2.385967	3.127191	3.810630	5.789702	3.558285	-3.103178	-2.490364	4.691879	8.293239	-2.082564	8.926590	3.174808	4.851739
42	2	4.093948	2.806479	-0.674266	7.675175	-0.644547	-2.852669	5.624363	2.862430	3.421849	1.763344	4.093948	2.806479	-4.911886	-2.172972	4.849805	4.688133	-0.767514	6.201724	3.587352	4.143603
46	2	5.393046	2.183800	-5.559623	-4.982816	5.154591	8.155941	3.747208	3.277572	3.297671	3.396469	5.393046	2.183800	5.889968	6.405487	-4.769575	-7.498770	6.909372	-2.360858	3.179764	-0.283942
