1	4	-5.0961	-8.8763	-13.97	-13.97	-2.7896	-4.2563	-7.5974	-0.018103	-6.2263	-3.8362e-06	-0.034722	-7.0307	-16.089	-14.413	-0.016164	-2.5176e-05	-7.598	-0.00038953	-12.453	-5.7942	-5.0961	-8.8763	-16.087	-14.413	-0.016164	-2.5176e-05	-7.598	-0.00038953	-12.453	-5.7942	-0.034722	-7.0307	-13.972	-13.97	-2.7896	-4.2563	-7.5974	-0.018103	-6.2263	-3.8362e-06
4	4	-2.3271	-7.0343	-13.45	-10.92	-1.1945	-0.69569	-12.787	-2.6738	-8.2578	-1.8694	-2.3271	-1.1173	-19.328	-15.126	-1.1887	-0.69568	-12.787	-2.6738	-8.2578	-1.8694	-2.3271	-7.0343	-11.14	-7.0267	-2.0537	-0.779	-8.4357	-2.9667	-1.6496	-1.8694	-2.3271	-1.1173	-17.022	-11.235	-1.1924	-0.69717	-8.4389	-2.9658	-1.6496	-1.8694
24	4	-1.9941	0.77534	-17.847	-21.505	-1.1013	-8.1551	-14.132	4.7076	-5.2731	-0.61378	-7.064	-2.0138	-8.1714	-11.639	-3.201	-11.908	-8.1652	-1.4561	0.89533	-1.8143	-7.064	-2.0138	-15.666	-17.453	-1.1027	-8.1551	-14.132	4.7075	-5.2731	-0.61378	-1.9941	0.77534	-10.742	-16.059	-0.36974	-11.826	-8.1662	-1.2933	0.8958	-1.7791
35	4	-1.0213	-0.56338	-20.209	-17.525	0.5113	1.4005	-13.354	2.5447	-6.7016	-4.3723	-1.0213	-5.9337	-16.598	-14.678	0.50999	1.4005	-13.354	2.5447	-6.7016	-4.3723	-1.0213	-5.9337	-11.622	-9.1677	-2.3577	-2.9394	-7.2034	1.6303	0.86966	0.014634	-1.0213	-0.56338	-15.243	-12.015	-2.3169	-2.9394	-7.2036	1.6303	0.86966	0.014634
36	4	1.4126	-4.5479	-9.6439	-15.733	-3.3336	0.22634	-10.083	-2.6357	-8.7382	-3.1239	1.4126	0.10836	-12.075	-21.556	-3.3105	0.22653	-10.083	-2.6357	-8.7382	-3.1239	1.4126	0.10836	-3.3612	-13.827	-9.6051	-12.237	-1.8655	-3.5668	-5.2089	0.37778	1.4126	0.10836	-7.5466	-18.237	-9.09	-7.1465	-1.8366	-3.1691	-5.0019	2.3951
43	4	1.768	-10.514	-1.8196	2.9462	-11.546	-20.362	-2.8964	-4.9508	-5.4011	-9.66	1.768	-4.421	-4.6125	-2.3386	-9.3979	-20.326	-2.8981	-4.0186	-11.614	-9.6601	1.768	-10.514	-4.5035	-2.3385	-9.4731	-20.333	-2.8981	-4.1535	-11.614	-9.66	1.768	-4.421	-1.9271	2.9462	-11.463	-20.362	-2.8964	-4.9506	-5.4011	-9.66
51	4	2.6439	2.2681	-18.125	-13.441	2.4847	2.017	-6.5548	0.58674	-2.0845	-4.6523	-3.3262	-5.5237	-12.217	-11.229	2.4817	2.0168	-6.5548	0.58673	-2.0845	-4.6523	2.6439	-3.8323	-12.253	-11.283	2.482	2.0168	-6.5548	0.58673	-2.0845	-4.6523	-3.3262	0.56654	-18.125	-12.331	2.4847	2.017	-6.5548	0.58674	-2.0845	-4.6523
66	4	-6.678	-6.1839	-16.396	-20.779	2.6967	-2.2374	-9.5684	1.3207	-5.3479	-4.6751	-6.678	-6.1839	-6.0842	-9.413	-2.9598	-13.753	-3.8725	-4.4812	2.2822	-1.3272	-6.678	-6.1839	-10.978	-19.142	-2.0378	-8.4033	-9.3001	1.3206	-3.4577	1.9069	-6.678	-6.1839	-11.136	-16.407	2.6967	-2.8473	-4.9037	-0.0347	0.53847	-4.6751
67	4	-2.249	1.4886	-12.415	-19.135	-6.6133	-5.7715	-7.3902	-2.661	-7.3075	1.8715	-2.249	1.4886	0.5065	-4.6907	-18.544	-26.92	-1.6381	-12.404	-1.8547	-0.11813	3.7675	1.4887	-12.415	-19.135	-6.6133	-5.7715	-7.3902	-2.661	-7.3075	1.8715	3.7675	1.4887	0.5065	-4.6907	-18.544	-26.92	-1.6381	-12.404	-1.8547	-0.11813
69	4	-0.15956	2.5714	-22.784	-18.864	-0.45843	-4.0933	-14.895	3.448	-7.6799	-7.7271	-5.0013	-2.1122	-17.587	-14.752	-0.45897	-4.1022	-14.895	3.448	-7.6799	-7.7274	-0.15956	2.5714	-19.438	-12.691	-3.411	-5.1368	-6.6502	1.2232	2.8761	-2.3957	-5.0013	-2.1121	-14.108	-8.6793	-3.1642	-5.6437	-7.0205	1.2537	2.8362	-2.5053
73	4	-6.7456	0.81682	-13.289	-20.92	0.21423	2.7651	-11.519	2.7597	-8.5919	-8.4579	-6.7456	-2.6418	-11.431	-19.495	0.21423	2.5798	-11.519	2.7597	-8.5919	-8.4579	-0.68575	1.5039	-13.293	-20.923	0.21423	2.7652	-11.519	2.7597	-8.5919	-8.4579	-0.68575	-1.7887	-11.91	-19.568	0.21423	2.674	-11.519	2.7597	-8.5919	-8.4579
95	4	-4.7992	-10.35	-4.6361	-3.6497	-13.476	-11.466	-5.7677	-8.597	-8.1339	-5.9459	-4.7992	-10.35	-14.319	-13.11	-0.99465	-1.0163	-11.218	-2.5297	-6.8402	-5.0065	1.343	-1.3443	-16.727	-17.191	-0.99465	-1.0163	-11.218	-2.5297	-6.8402	-5.0065	1.343	-1.3443	-12.923	-9.9944	-3.8159	-6.2265	-6.0854	-4.3101	1.4953	0.59404
96	4	2.5809	1.6632	-18.685	-21.457	-1.7033	-1.0464	-9.0523	2.0762	-9.646	-4.9788	-2.5947	1.2604	-11.087	-14.366	-3.4152	-4.6107	-3.1311	-4.534	2.2189	0.49415	-2.5947	1.2604	-18.442	-21.249	-1.7033	-1.0464	-9.0523	2.0762	-9.646	-4.9788	2.5809	1.6632	-11.331	-14.573	-3.4152	-4.6107	-3.1311	-4.534	2.2189	0.49415
98	4	-5.6436	-10.509	-7.2936	-11.706	-9.2012	-0.72209	-2.3409	-3.6097	-8.6287	-2.0859	0.031641	-2.6009	-10.524	-13.665	-8.7108	-0.52278	-2.3409	-3.1696	-8.6287	-2.0859	-5.6436	-4.0532	-9.6596	-12.757	-8.7709	-0.53063	-2.3409	-3.2081	-8.6287	-2.0859	0.031641	-9.1162	-7.428	-11.735	-9.1621	-0.68565	-2.3409	-3.563	-8.6287	-2.0859
99	4	-4.6024	-12.404	-17.992	-13.409	-3.3103	-4.8265	-10.193	-0.21126	-2.9057	4.9659	0.74468	-7.0018	-18.165	-13.437	-3.3103	-4.8264	-10.193	-0.21126	-2.9057	4.9659	0.74468	-1.5169	-22.955	-14.045	-3.3103	-4.8249	-10.193	-0.21126	-2.9057	4.9659	0.74468	-1.5169	-13.766	-2.0946	-5.1115	-11.026	-2.1476	-7.816	0.39222	-0.039718
100	4	-6.2607	-8.0921	-3.0166	-6.6653	-8.4715	-11.396	-14.624	-2.3879	-9.4529	-9.6086	-6.2607	-1.9425	-15.366	-17.873	-2.4464	-0.57542	-14.817	-1.2972	-9.4529	-9.5757	-1.2022	2.0481	-19.361	-21.857	-2.4464	-0.57542	-14.817	-1.2972	-9.4529	-9.5757	-6.2607	-8.0921	-13.918	-16.383	-2.4464	-0.57542	-14.817	-1.2972	-9.4529	-9.5757
107	4	-9.5799	-7.4074	-11.586	-10.347	-2.3175	-2.4291	-0.0056754	-2.7793	-1.4503	-8.0728	-9.5799	-7.4074	-14.881	-12.994	-2.1334	0.83303	-2.7306	0.55704	-6.4148	-8.0728	-9.5799	-7.4074	-3.3052	-0.41558	-13.011	-22.992	4.5546	-8.6272	-1.4503	-10.961	-9.5799	-7.4074	-6.6811	-2.9651	-10.975	-22.003	1.7791	-5.2482	-6.4148	-10.961
116	4	-0.76232	3.0174	-15.138	-19.454	-3.9096	-4.7773	-8.192	1.3566	-6.3434	-0.254	-0.76232	-2.4879	-12.833	-16.794	-3.9278	-4.7773	-8.1794	1.3566	-6.3434	-0.254	-0.76232	-2.4879	-9.8147	-11.175	-8.2398	-4.8175	-6.574	0.48824	-6.3434	-0.25422	-0.76232	-2.4879	-7.1873	-6.2583	-15.208	-9.4247	-6.5357	-2.8499	-6.6037	-1.674
132	4	3.74	1.4173	-22.278	-19.652	-2.1192	-4.0811	-9.2741	3.2162	-9.1592	-0.65833	-2.7613	-0.33565	-17.459	-14.03	-2.1192	-4.6931	-3.3546	-1.1308	-2.6364	-0.65833	-2.7613	-0.33565	-21.866	-19.61	-2.1192	-4.0811	-9.2741	3.2162	-9.1592	-0.65833	3.74	1.4173	-17.872	-14.072	-2.1192	-4.6931	-3.3546	-1.1308	-2.6364	-0.65833
142	4	-1.1081	-11.138	-15.107	-16.706	-5.4822	-2.9607	-6.2242	-2.9022	-6.6738	1.8381	-6.5375	-17.085	-15.107	-16.701	-5.4822	-2.9607	-6.2242	-2.9022	-6.6738	1.8381	-6.5375	-17.085	-11.993	-11.151	-5.4823	-3.9192	-3.8449	-4.6323	-2.0285	1.8381	-1.1081	-11.138	-11.993	-11.156	-5.4823	-3.9187	-3.8449	-4.6323	-2.0285	1.8381
154	4	-1.8174	-7.0666	-9.2293	-3.8893	-6.0125	-9.7969	-6.1935	-4.2002	-13.478	-2.0038	-7.8256	-12.175	-9.2291	-3.8867	-6.0125	-9.797	-6.1935	-4.2003	-13.481	-2.0047	-1.8174	-0.77862	-13.369	-8.6766	-5.8886	-8.3589	-6.2534	-3.8442	-11.728	2.9153	-1.8174	-0.77862	-11.757	-9.2295	-2.9529	-9.6503	-2.6208	-2.3096	-5.2617	1.7505
159	4	3.2601	-4.6485	-1.7843	-0.98076	-9.9145	-9.754	-1.0935	-7.2486	-8.4249	-8.2798	-2.2735	-11.583	-1.5023	-0.03632	-9.9155	-10.193	-1.0935	-7.2487	-8.4249	-8.5974	3.2601	-4.6485	-11.36	-11.466	-0.22253	1.53	-5.6568	-1.8596	-8.4247	-5.0945	-2.2735	-11.583	-11.068	-10.524	-0.24521	1.4817	-5.6568	-1.8597	-8.4247	-5.0949
187	4	-8.5719	-12.633	-11.381	-15.596	-1.7113	1.1322	-13.266	-1.5394	-6.1822	2.5835	-2.2704	-2.1321	-12.297	-16.258	-1.7072	-4.3096	-6.8469	-7.6332	0.40369	2.5781	-2.2704	-6.3656	-11.467	-15.597	-1.7112	1.1322	-13.266	-1.5394	-6.1822	2.5835	-2.2704	-2.1321	-17.474	-22.105	-1.7102	1.1322	-13.266	-1.5393	-6.1822	2.5835
213	4	-1.44	-2.4544	-21.995	-8.8744	-5.283	-0.049696	-4.0386	-0.18156	-2.9006	-6.6301	-1.44	-8.0925	-15.709	-7.008	-5.283	-0.053806	-4.0386	-0.18156	-2.9006	-6.6301	0.6967	-8.0875	-15.71	-7.008	-5.283	-0.053806	-4.0386	-0.18156	-2.9006	-6.6301	0.6967	-2.4504	-22.012	-8.8828	-5.283	-0.049692	-4.0386	-0.18156	-2.9006	-6.6301
214	4	-8.3475	-3.7516	-7.7707	-6.5873	-4.6562	-3.4076	-4.5134	-0.66742	-7.3797	-3.0562	-8.3475	-3.7516	-13.997	-14.267	1.8844	2.5376	-10.212	0.90339	-12.962	-8.9741	-8.3475	-3.7516	-13.895	-12.97	-2.0216	0.6756	-10.203	0.503	-7.3576	-2.9634	-8.3475	-3.7516	-8.2439	-11.008	-2.0525	-2.0205	-3.9844	-5.5093	-1.4132	-2.996
225	4	1.6381	-3.5597	-18.14	-20.204	-0.63083	-1.7485	-9.8469	0.17058	-7.5367	-0.45857	1.6381	1.0918	-22.38	-24.124	-0.63083	-1.7485	-9.8469	0.17058	-7.5367	-0.45857	1.6381	-3.5597	-12.651	-13.54	-0.63076	-5.5883	-4.3487	-4.2508	-1.4699	-0.45867	1.6381	1.0918	-16.891	-17.465	-0.63076	-5.5858	-4.3487	-4.2508	-1.4699	-0.45867
229	4	-7.7479	-14.063	-8.3063	-6.6487	1.1437	0.45752	-5.6482	-2.7811	0.57794	-6.4875	-7.7479	-14.063	-13.638	-7.6617	1.1528	1.4364	-9.1881	-0.23482	-4.2908	-6.4875	-7.7479	-14.063	-0.60096	-5.0127	-2.6809	-9.4655	-2.4629	-3.0121	-0.091043	-12.739	-7.7479	-14.063	-5.87	-6.5514	-2.2105	-1.9872	-3.1532	-2.8298	0.57794	-6.4875
230	4	0.49414	1.6519	-22.175	-13.94	0.037946	-4.8485	-6.8837	1.8313	-9.2747	-4.6619	-5.5132	-1.242	-13.711	-3.1981	-4.8094	-11.211	-6.5168	1.8204	-9.2806	-7.847	0.49414	1.6519	-16.427	-7.4467	-0.61526	-10.965	-6.8597	1.8313	-4.8038	-1.3817	-5.5132	-1.242	-18.66	-10.569	0.037931	-4.8926	-6.8837	1.8313	-9.2747	-4.6619
231	4	-0.53172	-3.8881	-13.137	-12.246	-4.7023	-6.238	-1.0932	-3.9955	-0.96803	-1.1248	-6.2022	-11.782	-11.599	-11.429	-2.5744	1.3981	-1.7399	-1.1179	-3.5637	-7.2422	-0.53172	-3.8881	-14.764	-12.247	-2.515	1.4015	-1.743	-1.1179	-3.5637	-7.2422	-6.2022	-11.782	-3.2156	-5.8852	-11.914	-8.7798	-4.0534	-4.0358	-5.6106	-7.8005
236	4	-3.6346	-7.8557	-13.274	-13.693	0.56683	-6.4538	-11.579	-0.70653	-8.5595	1.5234	0.66553	-5.2059	-13.274	-13.693	0.56683	-6.4538	-11.579	-0.70653	-8.5595	1.5234	-3.6346	-7.8557	-3.1483	-4.8549	-7.8413	-14.15	-6.1775	-7.138	-8.5699	-0.8746	0.66553	-5.2059	-3.1483	-4.8549	-7.8413	-14.15	-6.1775	-7.138	-8.5699	-0.8746
249	4	-5.838	-12.801	-15.847	-9.8381	-5.123	-8.2626	-1.9684	2.7198	-6.057	-5.7761	-2.0488	-3.151	-22.234	-14.757	-5.1172	-8.2506	-1.9741	2.7203	-6.0568	-5.7726	-2.0488	-7.3834	-21.385	-9.8473	-5.1229	-8.2625	-1.9685	2.7198	-6.0569	-5.7761	-2.0488	-3.151	-14.004	-11.548	-5.0415	-8.8645	-1.3283	-0.3419	-0.10761	-6.1372
269	4	-2.5743	-7.1461	-20.072	-17.387	0.7514	1.0184	-14.167	1.8136	-10.65	-8.644	1.0213	-5.6894	-21.214	-17.387	0.7514	1.0184	-14.167	1.8136	-10.65	-8.644	-2.5743	-1.5004	-22.302	-21.693	0.7514	1.0184	-14.167	1.8136	-10.65	-8.644	1.0213	0.32667	-22.307	-23.407	0.7514	1.0184	-14.167	1.8136	-10.65	-8.644
278	4	-10.856	-9.4362	-11.892	-17.301	1.9899	0.031738	-12.088	4.0954	-12.971	-3.7777	-10.856	-9.4362	-3.1751	-5.8532	-7.1652	-11.811	-7.2558	-0.037332	-12.974	-9.6378	-10.856	-9.4362	-9.1065	-14.282	-2.3825	-3.0402	-10.625	3.9723	-6.206	1.8056	-10.856	-9.4362	-6.5798	-10.559	-5.5207	-4.0663	-7.3809	2.3526	-6.206	1.8056
