20	3	-3.4747	-4.9009	-4.1539	-1.1945	-10.36	-11.642	-3.7867	-0.4499	-7.1249	-8.7321	2.8441	1.7855	-16.84	-17.459	-0.41797	-2.9918	-10.357	2.5272	-7.1227	-4.7164	-3.4747	-4.9009	-13.512	-11.865	-0.41797	-2.9918	-10.357	2.5272	-7.1227	-4.7164
23	3	0.29438	0.6678	-21.936	-18.601	-2.6926	-1.7375	-7.483	-0.53901	-12.075	-7.2244	0.29438	0.6678	-21.383	-17.302	-4.6533	-4.1552	-4.4939	-0.53964	-6.7012	-1.4563	0.29438	0.6678	-9.9111	-10.247	-4.8688	-8.4149	-0.212	-2.8367	-0.47524	-1.4566
25	3	0.15877	-6.4583	0.29537	1.5677	-13.697	-19.165	-7.517	-4.0917	-1.9454	-11.057	0.15877	-6.4583	-4.7332	-2.5523	-13.699	-15.789	-10.018	-3.6642	-7.0124	-10.592	0.15877	-0.58752	-4.6495	-1.099	-13.697	-17.18	-7.517	-4.0917	-1.9454	-10.983
27	3	2.1964	1.7147	-22.125	-18.098	-3.2625	-2.4772	-6.5235	2.1346	-10.441	-5.3994	2.1964	1.7147	-21.573	-16.8	-5.2232	-4.8949	-3.5344	2.134	-5.0665	0.36869	2.1964	1.7147	-10.1	-9.7448	-5.4387	-9.1547	0.74753	-0.16309	1.1595	0.36842
48	3	2.5706	-5.5131	-10.403	-6.1494	-8.1729	0.19085	-7.0882	-3.9405	-13.686	-6.4767	2.5706	-5.5131	-12.526	-10.795	-5.4826	1.2382	-10.777	-2.887	-13.686	-6.4755	2.5706	0.041518	-14.779	-17.718	-4.9411	1.2383	-10.789	-2.7556	-13.686	-6.4755
49	3	5.1179	0.45327	-17.491	-14.67	0.62743	-3.4775	-13.163	0.19711	-15.937	-4.1769	5.1179	0.45327	-12.972	-11.543	-5.3105	-7.6634	-10.334	-0.25808	-9.55	2.0695	5.1179	0.45327	-5.2821	-2.766	-9.151	-13.735	-6.9457	-3.062	-9.5502	0.44695
58	3	-5.935	-6.155	-9.9487	-12.678	-7.3134	-3.6623	-4.7301	-1.3615	-6.378	2.903	-5.935	0.36675	-10.096	-15.88	-7.3134	-3.6613	-4.7301	-1.3615	-6.378	2.903	-5.935	-6.1549	-5.0886	-7.8168	-12.371	-9.9493	-4.7302	-3.2079	-6.545	0.15506
59	3	-0.56855	-0.58016	-8.9716	-4.9718	-10.507	-12.709	0.92284	-1.9124	-1.9911	-2.013	-0.56855	-0.58016	-16.053	-13.271	-0.80684	-8.8283	-2.3155	4.0745	-1.9908	-0.37191	-0.56855	-0.58016	-13.384	-8.3025	-5.3313	-10.488	0.33646	0.37637	-1.9908	-0.40158
64	3	-5.4462	-10.27	-13.612	-15.21	-1.4284	-0.55638	-7.2147	-2.1194	-9.0993	-9.8039	0.044809	-8.1964	-13.629	-15.212	-1.4284	-0.55638	-7.2147	-2.1194	-9.0994	-9.8039	0.044809	-1.8787	-14.767	-21.535	-1.4284	-0.5537	-7.2147	-2.1194	-9.0992	-9.8039
65	3	-0.80394	-4.12	-0.83652	-1.342	-14.523	-14.682	1.7778	-8.3049	-0.094329	-9.1708	-6.0487	-9.3399	-0.82356	-1.3419	-14.523	-14.682	1.7778	-8.3049	-0.094329	-9.1708	-0.80394	0.80624	-12.074	-14.017	-5.0726	-7.4278	-4.5424	-7.5719	4.9726	0.82331
74	3	-0.79358	2.9828	-9.5995	-17.309	-4.1365	-4.572	-6.0141	-3.1597	0.58409	-1.6867	-0.79358	-2.4962	1.8074	-5.5034	-12.386	-11.699	-6.0027	-6.3492	-1.286	-5.644	-0.79358	-2.4962	-4.2657	-8.4879	-6.8849	-10.091	-8.6751	-4.9372	-7.854	-5.6437
86	3	1.4796	-1.0792	-17.798	-15.359	-7.0796	-4.4355	-3.981	-1.1858	-7.2854	1.2762	-4.1784	-8.2808	-12.244	-9.1434	-7.2653	-4.6216	-3.9391	-1.3109	-7.2874	1.2655	1.4796	-1.0792	-8.8864	-10.026	-5.769	-9.046	-0.75578	-6.2041	-1.889	0.096326
91	3	-6.7624	-7.9493	-12.932	-16.765	-1.7999	1.5459	-5.0075	-1.779	-10.678	-5.2423	-0.85991	-1.0254	-17.958	-18.58	-1.7999	1.5473	-5.0075	-1.779	-10.678	-5.2423	-0.85991	-1.0254	-9.639	-12.212	-5.7953	-5.2446	-0.5816	-7.8074	1.1871	0.46248
97	3	1.3607	-0.75481	-21.675	-15.776	-3.9353	-6.898	-5.5484	-2.84	-7.7774	1.6644	1.3607	-0.75481	-7.9992	-8.1528	-6.7353	-12.682	0.73183	-8.8357	-1.3419	0.1399	1.3607	-0.75481	-7.3013	-2.2117	-12.897	-15.41	0.79324	-10.729	-1.3726	-1.9362
101	3	-4.164	-11.461	-6.9103	-3.1868	-6.2918	-11.559	-5.0629	-5.8755	-4.5631	-6.3485	-4.164	-11.461	-12.528	-10.675	-0.32568	0.25748	-9.3833	-4.8034	-2.7336	-3.1531	-4.164	-11.461	-12.186	-3.6358	-5.8471	-6.2466	-5.9971	-5.3413	-2.8892	-3.4433
105	3	-1.745	0.93128	-17.087	-22.076	0.65073	-0.96793	-10.751	-0.062253	-8.4311	-5.1464	-1.745	0.93128	-16.055	-20.264	-2.8322	-6.0787	-10.748	-0.062452	-5.2271	-1.8954	-1.745	0.93128	-11.507	-16.736	-2.71	-7.8279	-8.4075	-5.1046	0.78356	-2.1339
114	3	-3.6772	-8.6607	-18.602	-17.493	-2.2337	0.3494	-5.9521	-1.4228	-10.089	-7.5323	-3.6772	-8.6607	-18.403	-12.99	-2.2337	0.11726	-3.0476	-1.5295	-4.2332	-7.5323	-3.6772	-8.6607	-17.001	-17.49	-4.8053	-6.2845	-5.3482	-1.662	-7.9849	-1.0151
118	3	2.0169	2.9159	-21.64	-19.931	-1.6759	-6.2771	-13.663	-0.44204	-5.8944	0.12101	-3.8671	-4.4988	-16.36	-16.581	-1.6759	-6.2771	-13.663	-0.44204	-5.8944	0.12101	2.0169	2.9159	-10.645	-13.417	-1.5682	-10.167	-7.2154	-6.3591	-0.25519	-0.95376
125	3	2.6335	-0.66172	-17.256	-15.475	-5.4124	-2.702	-5.1308	-1.6429	-8.9575	-0.57879	-3.7549	-9.0053	-15.482	-11.652	-5.4498	-2.9005	-5.1145	-1.6658	-8.9575	-0.57879	-3.7549	-3.2563	-15.578	-11.654	-5.4465	-2.8988	-5.116	-1.6638	-8.9575	-0.57879
136	3	-1.5191	0.9526	-21.164	-25.603	1.9226	2.0895	-11.922	-0.3939	-9.8669	-5.7018	-4.0797	-9.3389	-16.142	-21.461	1.9225	2.0895	-11.922	-0.3939	-9.8669	-5.7018	-1.5191	0.9526	-11.637	-16.734	-0.046789	-6.639	-6.0119	-6.8117	-0.74153	-0.36751
