1	2	-0.21134	-6.4868	-9.9634	-18.352	-2.3997	-2.3058	-5.4499	-0.015003	-4.6218	-2.3224	-0.21134	-6.4868	-3.1109	-6.7089	-10.377	-15.1	-3.9026	-6.3605	-5.5963	-5.8338
2	2	-1.6526	-4.9296	-5.6089	-11.953	-2.1937	-5.3064	-6.1979	-1.4479	-4.1873	-4.8709	-1.6526	-4.9296	-3.7193	-1.836	-10.127	-19.877	-0.73787	-5.2695	-4.1988	-6.9336
5	2	-3.2976	-3.8472	-0.24963	-0.33709	-10.285	-13.923	-0.20568	-8.4811	-3.3844	-0.088907	-3.2976	-3.8472	-10.578	-7.9476	-1.6788	-1.2545	-5.3961	-1.937	-3.2757	1.9405
7	2	-0.69404	-2.9621	-9.0342	-5.6841	-7.6752	-9.4646	-7.2344	-0.15172	-2.9194	2.4055	-0.69404	-2.9621	-17.307	-12.41	-1.742	-4.9503	-7.791	2.6299	-2.9149	2.4597
14	2	2.1733	-1.2493	-8.277	-14.446	-3.6559	-8.1652	-9.0451	-0.26941	-3.1719	-6.1652	2.1733	-1.2493	-4.3523	-2.2579	-9.0881	-18.155	-5.5174	-5.3935	-3.2444	-11.037
15	2	-2.9099	-2.9061	-7.5624	-1.6442	-5.5384	-23.37	-2.4718	-5.6292	-5.558	-9.5636	-2.9099	-2.9061	-19.095	-12.175	0.10099	-3.514	-8.6029	0.34437	-5.5542	-6.1322
16	2	-3.2764	-6.7983	-4.6579	-4.7703	-9.954	-14.946	-4.0418	-5.8685	-5.7131	-7.2975	-3.2764	-6.7983	-13.676	-13.97	0.27271	0.97315	-7.8571	-1.0658	-4.7101	-4.8476
17	2	2.8587	-3.0475	-13.443	-14.597	0.3453	-3.2357	-3.1453	-2.895	-2.5819	-3.9307	2.8587	-3.0475	-3.5021	-4.0592	-7.3481	-15.506	0.57201	-2.456	-3.7184	-7.6459
22	2	-1.0076	-7.8743	-10.949	-9.0916	-2.5033	-6.9636	0.53188	-4.5335	-3.0257	-3.1926	-1.0076	-7.8743	-3.9523	-1.3774	-12.014	-13.241	6.9693	0.37759	-5.0454	-5.346
26	2	0.62309	-1.5495	-5.1018	-8.5922	-7.3788	-11.656	-2.6316	-3.4094	-5.2347	-3.3592	0.62309	-1.5495	-10.553	-11.648	-2.657	-8.8459	-2.2924	-5.1311	-3.8401	-1.6077
37	2	0.65743	-2.2622	-4.2903	-3.9964	-10.861	-23.228	-2.2458	-6.0041	-6.5886	-4.9687	0.65743	-2.2622	-13.898	-12.94	-0.71449	-4.6502	-4.4554	-0.33412	-6.5477	-3.6551
43	2	-4.5558	-2.714	-0.15316	-6.7041	-10.396	-18.584	-6.1553	-9.8166	-6.4951	-7.9012	-4.5558	-2.714	-9.2696	-16.499	0.81912	-3.8585	-9.5008	-8.9682	-5.1121	-3.8337
44	2	-3.6517	-7.5882	-9.6867	-14.216	-4.5746	-3.4308	-8.5197	-1.0602	-3.4728	0.39029	-3.6517	-7.5882	-8.2255	-5.2656	-7.8607	-9.5028	-6.4045	-7.0319	-3.7563	0.2162
46	2	-3.2035	-2.837	-14.577	-15.546	0.90263	-4.6171	-6.7129	0.95491	-4.4752	1.9331	-3.2035	-2.837	-2.1809	-3.7861	-4.4258	-15.525	-0.98606	-0.25885	-4.7008	-1.6623
48	2	-0.12384	-5.8611	-3.2559	-2.9564	-9.8677	-7.4173	-1.161	-3.8775	-5.8012	-2.021	-0.12384	-5.8611	-9.9009	-10.704	0.41944	0.049363	-5.4974	-4.2576	-2.6604	0.61368
57	2	-1.5255	-3.2399	-5.3532	-1.1006	-6.5716	-24.28	0.64327	-9.3738	3.0351	-3.1841	-1.5255	-3.2399	-12.254	-10.99	-0.1811	-8.1026	-5.165	-4.5951	3.0762	-2.4053
58	2	-1.5171	-1.8602	-5.1298	-2.8385	-8.3637	-11.446	-3.7679	-6.6198	-7.0248	-5.2367	-1.5171	-1.8602	-14.555	-12.114	-3.5837	0.60826	-10.201	-1.8112	-6.9957	-3.3887
63	2	-1.5977	-4.5248	2.1755	-5.6973	-7.3947	-24.297	0.096666	-8.2642	-4.2941	-5.9388	-1.5977	-4.5248	-9.9206	-12.704	1.5028	-10.948	-5.0289	-5.3936	-3.6824	-3.2447
64	2	-7.799	-6.9362	-11.891	-9.0788	-4.4861	-3.9419	-1.5372	-4.3051	-1.5352	-1.7239	-7.799	-6.9362	-2.3505	1.2222	-11.509	-20.077	2.7798	-9.1576	-1.9719	-4.1728
67	2	1.3601	-1.7659	0.21147	-5.6744	-13.045	-20.898	-1.9739	-10.304	-3.8749	-10.715	1.3601	-1.7659	-10.17	-11.674	-2.6177	-4.0131	-7.5285	-8.2769	-2.6621	-4.857
69	2	-3.8972	0.39447	-2.8345	-4.1265	-9.5301	-26.421	-1.6038	-1.2287	-4.4406	-4.2698	-3.8972	0.39447	-12.553	-10.719	-1.1987	-7.7481	-7.7028	4.7769	-3.6044	-1.7302
71	2	-1.8763	0.99579	0.91122	-6.8226	-6.7845	-13.375	-4.0459	-2.8444	-2.22	-5.2358	-1.8763	0.99579	-8.4274	-17.115	-0.50219	-2.7396	-9.1992	0.2038	-2.0395	-4.5197
