15	9	7.291527	0.733876	0.785421	0.756650	-4.283977	-1.600959	4.882094	2.591594	-3.227040	-1.755133	2.847022	-4.724811	0.792952	0.757443	-4.283488	-1.609519	4.881772	2.591659	-3.230615	-1.764282	2.847022	-4.724811	-11.989020	-10.302545	6.007476	6.543554	3.616491	3.591923	-0.420599	2.686451	7.291527	0.733876	-11.996558	-10.303341	6.007476	6.543555	3.616491	3.591923	-0.420599	2.686451	7.291527	0.733881	-11.223010	-9.050099	4.851068	3.014569	3.617811	3.276032	0.616355	4.497538	2.847022	-4.724811	-11.215472	-9.049302	4.851068	3.014568	3.617811	3.276032	0.616355	4.497538	7.291527	4.668225	-13.132993	-11.854274	6.007476	6.544191	3.616491	3.591923	-0.420599	2.686451	7.291527	4.668225	-6.044033	-1.497113	5.510177	1.552687	6.621633	3.266222	5.766285	2.681084	7.291527	4.668225	-12.359539	-10.604049	4.851068	3.016087	3.617811	3.276032	0.616355	4.497538
82	9	8.506084	4.341390	-12.465228	-10.216725	8.561976	8.856032	-2.689773	6.381508	-5.184115	1.293452	8.506084	-1.187845	1.864370	2.991300	-2.342374	-2.238263	1.258525	1.298159	-5.708711	-4.257210	2.037157	-4.405643	-9.075078	-9.236238	8.561976	8.856032	-2.689773	6.381508	-5.184115	1.293452	2.037159	-4.405643	-9.073255	-9.233510	4.295831	5.405280	-2.689770	6.381496	-1.024090	5.892445	8.506084	-1.187845	-9.612555	-9.233511	4.295831	5.405280	-2.689770	6.381496	-1.024090	5.892445	8.506084	-1.187845	-9.614378	-9.236260	8.561976	8.856032	-2.689773	6.381508	-5.184115	1.293452	2.037159	-4.405643	2.403672	2.998229	-2.419632	-2.929020	1.258899	1.298155	-5.708711	-5.128626	8.506084	4.341390	-12.463405	-10.213977	4.295831	5.405281	-2.689770	6.381496	-1.024090	5.892445	8.506084	4.341390	-0.988534	1.340269	-0.791619	-0.082154	0.956230	1.308064	-1.024090	5.875297
142	9	7.146302	9.005012	-1.680309	4.099379	-1.195500	-3.297132	5.424048	1.669392	4.341574	-1.987053	1.021817	-2.653631	0.688682	7.447614	-5.105941	-4.996641	2.288917	1.129289	3.056664	-3.317045	1.021817	-2.653631	1.467147	7.456989	-6.659215	-7.741170	3.065418	1.064981	3.124667	-3.528957	1.021817	-2.653631	0.591100	7.453012	-5.509791	-5.157011	1.927910	1.155932	2.891721	-3.597102	1.021817	-2.653631	1.238950	7.452324	-6.093876	-6.527427	2.918106	1.076982	3.163305	-3.354903	1.021817	-2.653631	1.230577	7.458830	-6.755695	-7.405118	2.662693	1.102722	2.977000	-3.727314	1.021817	-2.653631	0.908288	7.457580	-6.445349	-6.319188	2.239692	1.135908	2.893585	-3.752490	1.021817	-2.653631	0.983346	7.449336	-5.601739	-5.710352	2.663766	1.099118	3.134617	-3.299607	1.021817	-2.653631	1.371073	7.458670	-6.783439	-7.797374	2.868142	1.084538	3.034954	-3.669241
205	9	1.612412	-6.856729	-12.082907	-9.460608	6.662596	10.128462	-5.006512	5.969416	-6.620982	1.581645	7.573122	-0.752026	-12.082998	-9.534535	6.662596	10.128462	-5.006507	5.969416	-6.620982	1.581645	7.573122	-0.752026	0.560468	2.723313	-5.230107	-1.997931	1.224041	0.293644	-6.626285	0.646448	1.612410	-6.856731	-6.574899	-9.337409	1.136538	7.644478	-4.443932	3.689604	-3.244133	5.792183	1.612410	-6.856731	0.561219	2.797994	-5.230292	-2.016444	1.224042	0.293644	-6.626286	0.645905	7.573122	-0.752026	-6.574989	-9.411337	1.136538	7.644479	-4.444078	3.689604	-3.244133	5.792183	7.573122	5.457097	-17.641775	-11.633397	6.662596	10.128708	-5.006484	5.969416	-6.620982	1.581645	7.573122	5.457097	-12.133897	-11.510298	1.136536	7.655602	-4.444077	3.689600	-3.244133	5.792184	7.573122	-0.752026	-2.693858	-0.651705	-3.757486	2.536619	1.216094	0.293664	-3.244560	5.718776
221	9	6.335887	2.797524	-9.841205	-6.442886	1.337697	8.461588	1.125800	2.364577	1.290317	6.262333	1.792706	-0.388125	-5.986057	-10.276161	6.153826	11.033463	-4.153590	6.804520	-4.945579	0.902733	1.792706	-0.388125	-4.651769	-6.431323	1.337509	8.460890	1.126531	2.364290	1.290317	6.262333	1.792706	-0.388125	4.847692	5.483010	-3.090399	-2.506075	7.892337	-1.019773	7.503192	4.776499	6.335887	6.378608	-12.373885	-14.685390	6.153839	11.034472	-4.153590	6.804520	-4.945579	0.902733	6.335887	6.378608	-11.042407	-10.846247	1.338041	8.476948	1.124463	2.365100	1.290317	6.262333	6.335887	6.378608	-6.509799	-6.456017	1.337712	7.608437	4.049009	2.236405	7.621122	6.262318	6.335887	2.797524	-11.175208	-10.286773	6.153837	11.033470	-4.153590	6.804520	-4.945579	0.902733	6.335887	2.797524	-0.644526	5.056978	-0.969166	-0.548654	7.894436	-0.852873	7.604556	5.461940
750	9	6.803489	-0.170003	1.187492	-2.819983	-2.750071	1.277101	3.642179	4.586867	-3.390522	3.428282	0.313901	-6.545457	1.219176	-2.832106	-2.778120	1.114474	3.642179	4.630273	-3.353651	3.568185	6.803489	-0.170003	1.224288	-2.815468	-2.879543	1.130094	3.642179	4.537930	-3.369368	3.151007	0.313901	-6.545457	1.245315	-2.827286	-2.660497	1.356504	3.642179	4.596385	-3.415368	3.238865	0.313901	-6.545457	1.244031	-2.829901	-2.954566	0.847883	3.642179	4.600607	-3.306556	3.435767	6.803489	5.870826	-2.586023	-8.471137	-0.847380	2.833362	3.642165	5.338260	-2.617866	5.579414	6.803489	-0.170003	1.180885	-2.821714	-2.842695	1.110959	3.642179	4.595975	-3.348943	3.553802	0.313901	-6.545457	1.269181	-2.824911	-2.830227	1.119435	3.642179	4.565944	-3.373837	3.112484	6.803489	-0.170003	1.201085	-2.817898	-2.733875	1.324814	3.642179	4.568742	-3.403151	3.287395
889	9	-3.045472	-3.514176	-8.568101	-9.556685	5.412266	7.948033	-3.629998	8.002987	-4.926832	-0.862647	-3.045472	-3.514176	2.081196	2.332819	-5.920980	-10.040917	2.176328	1.629280	-4.926835	-6.985897	-3.045472	-3.514176	-2.715403	2.303603	0.363785	-3.301510	1.917780	5.798364	-4.926835	-5.363156	-3.045472	-3.514176	-8.561677	-3.966547	1.472863	2.603033	-1.031513	7.194978	0.066033	5.103036	-3.045472	-3.514176	-8.535061	-3.963383	2.010130	2.539831	-1.508775	7.258474	0.025498	4.739082	-3.045472	-3.514176	-8.542140	-4.059584	2.013815	3.057147	-1.701983	7.296443	0.025877	4.845237	-3.045472	-3.514176	-8.557585	-4.188511	1.727317	4.005505	-1.887613	7.327716	0.051018	5.168933	-3.045472	-3.514176	-8.560745	-4.155840	1.597480	3.935774	-1.727210	7.305313	0.058748	5.226719	-3.045472	-3.514176	-8.551957	-4.166850	1.887130	3.732313	-1.893629	7.329590	0.038977	5.043793
1228	9	0.277105	3.585105	-8.846377	-8.657526	5.583678	10.613305	-1.513576	7.515365	-4.876548	-1.972154	0.277105	-2.941494	-2.162469	-2.816625	4.574826	4.362130	5.352461	3.188411	5.990626	4.481409	0.277105	3.585105	-8.802300	-3.074647	4.574056	8.384155	-0.782272	5.667021	-0.044119	4.485005	0.277105	-2.941494	-7.954241	-3.059586	4.574053	8.384144	-0.782268	5.667021	-0.044119	4.485005	6.745852	7.288787	-11.167004	-12.025343	5.583678	10.613309	-1.513576	7.515365	-4.876548	-1.972154	6.745852	7.288787	-11.122943	-6.442521	4.574134	8.384186	-0.782330	5.667022	-0.044119	4.485005	6.745852	7.288787	-5.331238	-6.202433	4.575801	4.401083	5.351725	3.188418	5.990627	4.481599	0.277105	-2.941494	-7.998308	-8.642468	5.583678	10.613297	-1.513576	7.515365	-4.876548	-1.972154	0.277105	3.585105	-3.010602	-2.833837	4.575649	4.389256	5.351840	3.188417	5.990627	4.481542
1304	9	8.844662	-0.951460	4.975778	1.797239	-5.448344	-6.949934	1.783381	2.127909	-6.890247	-1.355574	8.844662	-0.951460	4.975778	1.800725	-7.309697	-7.835492	2.355162	2.127909	-2.858888	4.160651	3.571261	-3.431306	4.976809	1.825900	-5.447278	-6.979763	1.783381	2.127909	-6.890247	-1.375963	8.844662	4.915842	-11.780735	-11.690032	5.475324	5.587553	-1.156779	7.777051	-6.876516	1.366074	8.844662	-0.951460	-6.351616	-10.469192	5.475324	5.587549	-1.156779	7.777051	-6.876516	1.366074	3.571252	-3.431306	-6.350585	-10.440524	5.475324	5.587549	-1.156779	7.777051	-6.876516	1.366074	3.571252	-3.431306	4.976809	1.829388	-7.299118	-7.857198	2.341697	2.127909	-2.898085	4.145654	8.844662	4.915842	-6.069952	-9.157638	1.497483	2.655147	2.129512	7.436401	-1.221616	7.423615	8.844662	4.915842	-0.453326	0.519968	-3.435406	-3.429617	3.136690	2.127909	-1.223405	6.790869
1500	9	0.796626	-5.274845	6.866780	0.544492	-2.690278	-7.054700	1.347717	-2.305290	3.548738	-6.216422	7.327838	1.024214	-3.681734	-11.409614	7.044233	4.270284	-1.369011	3.695409	3.548739	-0.047269	0.796626	-5.274845	-8.976749	-13.857348	7.045072	6.352898	-4.797629	4.382244	-1.925888	-0.041466	7.327838	1.024214	-8.976809	-13.986238	7.045072	6.352898	-4.797629	4.382244	-1.925888	-0.041458	7.327838	4.897537	-5.080220	-12.474234	7.045038	4.275122	-1.369011	3.695409	3.548739	-0.047236	7.327838	1.024214	6.866719	0.415212	-2.492802	-7.043497	1.111546	-2.201470	3.548738	-6.216883	0.796626	-5.274845	-3.681675	-11.280724	7.044233	4.270284	-1.369011	3.695409	3.548739	-0.047277	7.327838	4.897537	-10.375295	-15.050850	7.045072	6.352901	-4.797629	4.382244	-1.925888	-0.041466	7.327838	4.897537	-5.016272	-3.912042	4.582070	-0.362932	0.733877	2.916561	5.064263	4.177633
