5	2	-0.797636	-1.649587	4.310959	-0.937709	-3.089805	-2.807239	-2.494127	0.509889	-2.478330	4.345398	5.830025	-0.723161	4.310952	-0.937787	-3.089581	-2.807210	-2.494129	0.509922	-2.478328	4.345401
6	2	7.333107	5.900883	-8.134166	-13.526869	1.378867	4.155009	-0.543628	7.405791	0.720943	6.311531	7.333107	5.900883	-4.335469	-11.310960	1.378326	2.757965	3.707313	5.100429	4.007792	6.307008
10	2	-2.881193	-4.862942	3.259860	1.996039	-6.316119	-9.443473	2.807389	1.279041	-11.759279	-7.321489	-2.881193	-4.862942	-8.099943	-9.371440	6.770062	5.580296	-1.451681	6.133068	-10.119490	-1.000547
16	2	0.348264	5.091861	-2.282766	-4.201808	1.970939	-1.259124	-1.617865	1.407805	0.767121	6.022004	0.348264	5.091861	3.770823	4.960125	-8.103424	-19.235212	6.478359	-2.183596	7.094361	5.994123
23	2	2.474300	2.319225	-6.043027	-9.496978	5.742637	6.517262	-5.312847	7.655404	-7.192953	-3.719043	7.228609	5.672777	-8.581239	-11.648643	5.748523	6.517262	-5.312857	7.655405	-7.192953	-3.719043
24	2	0.504328	-5.307932	-5.378159	-5.771099	5.903208	7.477439	2.995073	5.591976	4.157874	5.019367	0.504328	-5.307932	-11.835190	-12.010568	5.964283	7.589545	-1.865889	7.735051	-1.691214	5.019370
29	2	7.603824	6.401004	-12.939789	-5.926142	9.155485	4.503346	-5.208785	5.829528	-1.633983	0.172497	7.603824	6.401004	-11.821297	-3.948703	5.627080	2.120761	-5.204611	5.829406	0.886720	5.712885
30	2	0.533161	-12.274843	0.961827	6.982504	-4.467568	-1.379469	2.695919	1.223046	1.641018	-1.236456	0.533161	-12.274843	-6.945253	-4.059634	7.430192	4.456595	3.664394	2.152438	5.942349	0.363249
31	2	5.111814	6.469390	-13.704043	-16.136236	7.092686	7.789849	-9.062353	2.048144	-1.665159	0.194725	5.111814	6.469390	-10.096591	-12.579519	7.082682	7.662226	-8.324825	1.873297	3.037476	0.194725
50	2	6.479667	-3.215389	-4.602913	-6.502056	1.440685	2.205030	-1.140384	6.562568	1.642498	4.281304	1.957129	-9.346266	-4.602837	-6.491260	1.440681	2.205028	-1.140378	6.562561	1.642497	4.281304
56	2	5.680946	6.769017	-4.482183	-3.987592	5.149676	-0.481825	0.038771	1.020824	6.369974	6.008503	5.680946	6.769017	1.760775	1.171058	-7.054364	-4.263286	4.153603	-3.195292	5.780182	3.497690
60	2	-2.725694	-5.507930	2.086522	2.141033	-3.154296	-3.502970	0.476813	0.308028	-4.433530	-2.755727	-2.725694	-5.507930	2.173867	-0.611288	2.505012	-1.203589	-4.549123	6.572009	-0.932986	4.195981
