72	10	5.053118	2.552361	1.237794	-1.854741	-2.617507	-6.980264	6.370515	0.095410	0.668772	-0.178029	5.053118	2.552361	-0.093444	-2.499941	-0.014941	-7.059386	5.843541	2.231247	0.259244	-0.185224	5.053118	2.552361	-2.969473	-4.362907	4.580361	0.647493	3.487112	4.342940	4.223044	4.376782	5.053118	2.552361	1.289940	-2.655702	0.651019	-2.719260	6.618252	3.276754	4.222711	3.769214	5.053118	2.552361	0.014650	-2.416363	-0.228744	-7.314425	5.880306	1.972090	0.272139	-0.185112	5.053118	2.552361	2.955425	-0.472369	-2.833750	-5.857110	6.808485	0.661759	1.680917	-0.112917	5.053118	2.552361	0.237112	-2.311596	-0.642091	-7.593883	5.968210	1.410025	0.309024	-0.184748	5.053118	2.552361	1.357861	-3.531896	0.845885	-3.377389	7.156697	4.134308	3.068854	0.662843	5.053118	2.552361	3.052368	0.974524	-0.669008	-4.023249	7.060069	2.247541	4.067208	1.370460	5.053118	2.552361	3.958768	1.076891	-1.784032	-4.874062	7.094693	1.467020	3.047530	0.270034
100	10	5.713232	4.591228	5.719130	-1.416445	0.574517	-3.736431	8.036448	1.196749	1.443432	-0.838117	5.713232	4.591228	-5.207266	-9.388676	2.461489	6.871557	4.242499	4.418729	3.357579	4.308013	5.713232	4.591228	5.754226	-0.796200	-0.264450	-4.148943	8.032705	0.258044	1.646836	-0.709105	5.713232	4.591228	5.740407	0.507536	-1.083866	-4.352481	8.021729	-0.018913	2.217980	-0.262498	5.713232	4.591228	5.115795	-2.489078	1.519926	-0.703052	7.957510	3.364692	1.475516	-0.041502	5.713232	4.591228	5.687975	-1.541052	0.742267	-3.625878	8.035854	1.537723	1.415051	-0.850772	5.713232	4.591228	5.695066	1.348430	-1.129837	-3.273296	8.001687	0.129811	3.028364	0.567295	5.713232	4.591228	5.682088	1.376424	-1.106755	-3.050461	7.996689	0.221036	3.139060	0.748184	5.713232	4.591228	4.344481	-1.492024	1.640972	0.720431	7.687800	3.769864	3.339367	2.730195	5.713232	4.591228	5.340218	-2.173473	1.329464	-1.792167	8.002409	2.932138	1.363021	-0.679645
103	10	5.582066	4.016513	2.236008	3.701825	-0.032126	-2.751899	2.367535	1.885253	2.652018	3.190608	5.582066	4.016513	0.410619	1.563870	2.667955	-1.231520	-1.977193	2.519452	4.389935	4.691308	5.582066	4.016513	-0.056814	2.228631	3.567738	-1.046172	-2.137611	2.835694	4.327128	4.589383	5.582066	4.016513	1.678706	3.469758	0.129133	-2.824264	1.110651	2.311904	2.105553	2.964703	5.582066	4.016513	1.035866	1.246720	1.400035	-1.271823	-1.791726	2.489745	4.381386	4.661534	5.582066	4.016513	2.965008	3.650196	-0.442468	-1.995408	3.555651	1.350397	4.231334	4.272660	5.582066	4.016513	2.589438	2.613298	0.068972	-1.538225	1.729658	2.178888	4.365768	4.591509	5.582066	4.016513	2.878635	3.402024	-0.343521	-1.854141	3.232333	1.627145	4.298983	4.401216	5.582066	4.016513	2.243720	1.915442	0.501260	-1.350613	0.007943	2.395508	4.378747	4.647759	5.582066	4.016513	2.910370	3.491907	-0.383100	-1.901159	3.359639	1.533026	4.280177	4.361410
104	10	3.962426	1.933873	0.548804	4.197943	0.849296	-1.846683	4.657330	4.631482	0.888821	2.586217	3.962426	1.933873	0.598261	4.198497	0.652328	-1.823563	4.757340	4.551164	0.918903	2.610408	3.962426	1.933873	2.013624	4.148533	-5.323220	-0.939233	6.904600	0.684915	2.083214	3.390539	3.962426	1.933873	1.959245	3.855941	-2.662773	-0.130256	6.131692	2.411634	2.617292	3.936134	3.962426	1.933873	-0.771959	3.673164	3.588174	-0.299769	2.057145	5.030534	0.571025	2.779109	3.962426	1.933873	0.178329	4.132361	2.118588	-1.994517	3.913264	4.920031	0.706201	2.417270	3.962426	1.933873	-0.420555	3.849393	3.408890	-1.753859	2.735863	5.018346	0.546317	2.225485	3.962426	1.933873	2.251636	4.065681	-5.040150	-0.567628	6.838611	0.631652	2.413195	3.668791	3.962426	1.933873	1.152761	4.188979	-1.845590	-1.517696	5.843255	1.509400	1.329716	2.896712	3.962426	1.933873	2.054531	4.143105	-5.405716	-0.900789	6.919562	0.653944	2.124325	3.421057
106	10	5.458697	4.235217	0.629651	-1.135200	-2.340033	0.726584	1.214412	1.383768	3.032526	2.652948	5.458697	4.235217	0.282295	-0.676607	-3.097730	0.738197	2.156128	1.252984	3.415481	2.659519	5.458697	4.235217	0.801224	-1.243921	-1.920365	0.072659	0.961138	1.382037	2.595046	2.559067	5.458697	4.235217	1.115446	-0.851193	-1.936295	-2.527337	1.752711	1.210079	2.496377	-0.556208	5.458697	4.235217	0.623050	-0.104008	-3.109665	-2.335189	2.925931	0.901918	3.529359	1.250975	5.458697	4.235217	0.440779	-0.902360	-2.764833	1.024163	1.752102	1.328362	3.281333	2.660418	5.458697	4.235217	0.814152	-0.165036	-2.828234	-2.906082	2.884816	0.890580	3.398734	0.775363	5.458697	4.235217	0.401016	-0.099676	-3.462834	-1.714306	2.890324	0.948669	3.597273	1.793045	5.458697	4.235217	1.087610	-0.411680	-2.361706	-3.936199	2.544607	0.984296	3.024500	-0.025105	5.458697	4.235217	0.901807	-1.177481	-1.761748	-0.437518	1.102647	1.349551	2.207808	1.756454
109	10	4.382704	2.495058	-5.001947	-3.247162	4.981771	6.908528	4.839621	4.898515	3.732002	3.987796	4.382704	2.495058	-5.190720	1.055267	-0.098801	-1.616932	7.930674	3.288913	-0.187827	-0.998957	4.382704	2.495058	-4.809911	1.422525	-0.101254	-1.794710	8.042593	3.273199	-0.034687	-1.011703	4.382704	2.495058	-5.727740	0.505714	-0.095438	-1.105435	7.724366	3.306606	-0.393134	-0.869431	4.382704	2.495058	-3.174756	2.955241	-0.126518	-2.477986	8.411379	3.161330	0.714080	-0.963538	4.382704	2.495058	-2.415953	3.650241	-0.156788	-2.741998	8.565008	3.073915	1.135225	-0.865573	4.382704	2.495058	-3.035864	3.083431	-0.130688	-2.532851	8.439568	3.147365	0.786852	-0.951287	4.382704	2.495058	-4.639821	1.584444	-0.102595	-1.866496	8.087261	3.265185	0.035639	-1.013302	4.382704	2.495058	-5.945195	0.225191	-0.092369	-0.555646	7.623336	3.312498	-0.463528	-0.329588	4.382704	2.495058	-3.009104	3.108077	-0.131551	-2.543207	8.444987	3.144565	0.801063	-0.948697
112	10	5.376749	2.800948	3.142521	-2.672718	0.829959	-0.174783	4.350572	5.074788	2.154253	4.641667	5.376749	2.800948	4.719528	-1.421927	1.893355	-1.179971	2.102200	5.516897	1.409256	2.147771	5.376749	2.800948	4.573466	-1.580495	1.953672	-1.066685	1.953007	5.557796	1.412232	2.167371	5.376749	2.800948	3.889133	-2.274023	2.086460	-0.293947	1.328481	5.677043	1.505891	2.617294	5.376749	2.800948	5.671062	0.376778	0.625357	-1.794208	3.345948	4.515081	1.464052	2.238305	5.376749	2.800948	-2.460405	-8.499572	2.801304	4.130003	0.148409	5.463322	2.208037	5.135705	5.376749	2.800948	5.549329	-0.076188	1.051771	-1.661825	3.108712	4.925650	1.434558	2.175113	5.376749	2.800948	5.483945	-0.276227	1.210118	-1.613806	2.998315	5.049673	1.426736	2.159292	5.376749	2.800948	3.084761	-3.064952	1.802074	0.434969	1.376415	5.642716	1.916175	3.837267	5.376749	2.800948	3.317018	-2.827753	1.930310	0.312950	1.164749	5.675905	1.807059	3.553637
113	10	5.937369	1.669256	4.931632	1.447974	-6.165403	-0.762534	1.561291	4.587246	0.667983	2.137015	5.937369	1.669256	4.851071	1.358605	-6.096015	-0.853728	1.545092	4.608435	0.559134	1.810984	5.937369	1.669256	4.675345	1.317018	-6.148302	-0.366378	1.551946	4.598936	0.775339	2.544794	5.937369	1.669256	4.550827	1.233240	-6.112277	-0.281111	1.541411	4.612379	0.734242	2.554224	5.937369	1.669256	4.387591	1.117890	-6.042253	-0.218286	1.527177	4.633193	0.620787	2.456040	5.937369	1.669256	4.715159	1.254404	-6.028436	-0.797969	1.532511	4.626836	0.502800	1.635454	5.937369	1.669256	4.352194	1.068280	-5.971526	-0.302564	1.519893	4.646174	0.506286	2.158305	5.937369	1.669256	4.419218	1.088332	-5.954167	-0.437410	1.519906	4.646675	0.476871	1.907358	5.937369	1.669256	4.854095	1.428229	-6.182851	-0.552870	1.564679	4.583648	0.768370	2.420219	5.937369	1.669256	4.608477	1.185468	-5.988686	-0.698372	1.526205	4.636657	0.481599	1.627515
114	10	2.790394	0.531341	0.265944	0.558394	2.501501	1.575100	2.272042	4.553182	4.011738	3.681207	2.790394	0.531341	2.323889	-0.969279	0.482326	-1.716425	3.623928	-0.297136	1.499803	-0.843009	2.790394	0.531341	2.471234	-0.564875	-0.413808	-1.489298	3.831154	-0.303544	1.681856	-0.805565	2.790394	0.531341	-0.722346	3.933638	-0.623444	0.501108	5.361747	2.078056	3.931429	1.856406	2.790394	0.531341	1.011690	-2.815213	2.879047	1.961438	2.639107	4.583683	1.359001	2.691498	2.790394	0.531341	-0.700940	3.525211	-0.024657	0.855621	4.904114	2.951535	4.175340	2.640031	2.790394	0.531341	1.254432	1.978904	-1.681338	-0.471387	4.817614	0.258098	2.715539	-0.112146	2.790394	0.531341	-0.402691	2.852905	0.747582	1.110459	4.174087	3.573672	4.207783	3.112675	2.790394	0.531341	0.398212	-0.197170	2.774918	1.665283	2.256169	4.687784	3.890233	3.725687	2.790394	0.531341	-0.502001	3.081948	0.497969	1.035853	4.439293	3.392913	4.207432	2.984137
129	10	5.714448	3.506550	0.837615	-4.435226	0.420620	-1.325791	6.397645	1.679862	2.607818	1.806143	5.714448	3.506550	0.687799	-3.191006	0.443845	-1.848303	6.412285	1.750374	2.442963	1.573123	5.714448	3.506550	0.504188	-5.943689	0.404338	-0.839009	6.257014	1.690576	2.648452	2.028471	5.714448	3.506550	-0.813971	-4.697713	0.422200	-0.582157	5.921004	1.719858	2.285431	1.929272	5.714448	3.506550	-0.353986	-2.969693	0.343988	-1.826725	6.140980	1.654048	2.130609	1.426024	5.714448	3.506550	0.248444	-2.919070	0.395314	-2.114122	6.317827	1.749871	2.272887	1.445494	5.714448	3.506550	0.487025	-2.993942	0.426004	-2.026448	6.373951	1.766444	2.354380	1.496532	5.714448	3.506550	-0.062780	-2.913281	0.360912	-2.057984	6.232704	1.701785	2.188925	1.416133	5.714448	3.506550	-0.566739	-3.084850	0.346551	-1.550271	6.065553	1.630378	2.104882	1.469153	5.714448	3.506550	-0.480400	-3.024608	0.343449	-1.673327	6.097130	1.637989	2.112995	1.446514
