505	9	2.2309	-6.5775	-7.2102	-10.941	-2.8293	-8.1293	-6.9557	-5.5781	-3.0984	-3.6445	2.2309	-6.5775	-7.2835	-11.661	-2.6644	-7.6136	-7.6744	-5.3388	-3.1517	-3.5126	2.2309	-6.5775	-7.2811	-11.443	-2.4192	-7.9076	-7.5135	-5.3489	-3.4434	-3.8954	2.2309	-6.5775	-7.2188	-10.987	-2.6343	-8.2745	-7.0284	-5.5418	-3.2672	-3.8562	2.2309	-6.5775	-7.3105	-11.774	-2.4901	-7.583	-7.835	-5.2713	-3.3286	-3.6447	2.2309	-6.5775	-7.3026	-11.769	-2.5627	-7.5681	-7.812	-5.289	-3.2461	-3.571	2.2309	-6.5775	-7.251	-11.377	-2.7849	-7.7685	-7.3672	-5.4365	-3.0747	-3.5039	2.2309	-6.5775	-7.2399	-11.143	-2.5276	-8.1804	-7.1961	-5.4688	-3.3545	-3.9137	2.2309	-6.5775	-7.2083	-10.907	-2.7299	-8.2719	-6.9384	-5.5827	-3.1898	-3.7776
661	9	-3.1978	-4.9108	-11.429	-15.162	-0.15081	0.83377	-4.9813	-1.5352	-3.4424	-3.4303	-3.1978	-4.9108	-1.2194	-3.2918	-11.352	-10.117	-3.96	-4.9591	-4.17	-4.8515	-3.1978	-4.9108	-5.3526	-6.0117	-5.9854	-5.3765	-5.6767	-1.5455	-3.7243	-3.6761	-3.1978	-4.9108	-1.4394	-3.914	-11.06	-10.864	-5.3448	-4.1803	-4.7424	-5.5964	-3.1978	-4.9108	-3.0725	-3.817	-11.265	-8.3869	-2.6301	-5.7815	-3.4593	-3.4934	-3.1978	-4.9108	-1.2602	-3.4035	-11.254	-10.38	-4.4407	-4.6237	-4.3727	-5.1159	-3.1978	-4.9108	-1.5255	-4.1671	-10.966	-11.032	-5.6413	-4.0764	-4.862	-5.7609	-3.1978	-4.9108	-1.6266	-3.4625	-11.582	-9.1403	-2.7838	-5.9167	-3.5932	-3.9041	-3.1978	-4.9108	-3.4457	-3.8854	-11.153	-8.2616	-2.6314	-5.711	-3.4548	-3.4722
1447	9	-1.9624	1.1137	-7.6398	-4.2374	-14.331	-14.083	-0.46703	-9.9718	-4.4268	-1.5485	-1.9624	1.1137	-7.7887	-4.2949	-14.17	-13.477	-0.68667	-9.4553	-4.4859	-1.2235	-1.9624	1.1137	-7.7006	-4.2671	-14.252	-13.67	-0.59209	-9.6882	-4.3951	-1.2388	-1.9624	1.1137	-8.0399	-4.3408	-14.029	-13.705	-0.7228	-9.0217	-5.0609	-1.8616	-1.9624	1.1137	-7.9604	-4.3341	-14.043	-13.464	-0.7595	-9.1177	-4.7986	-1.4944	-1.9624	1.1137	-7.9399	-4.2843	-14.232	-14.502	-0.53626	-9.5339	-5.1271	-2.3636	-1.9624	1.1137	-15.751	-11.451	-3.7933	-4.5104	-3.2147	-5.4848	-3.8747	-0.44779	-1.9624	1.1137	-7.6637	-4.226	-14.364	-14.511	-0.40598	-10.137	-4.6196	-2.036	-1.9624	1.1137	-7.7934	-4.2443	-14.336	-14.739	-0.43912	-9.9862	-4.9309	-2.3632
1869	9	-0.98174	-2.1867	-13.821	-15.209	-1.559	-7.016	-7.5485	-4.0628	-2.7018	0.51655	-0.98174	-2.1867	-5.0207	-8.5076	-7.2713	-9.9687	-5.973	-5.9953	-4.4527	-1.6533	-0.98174	-2.1867	-4.6582	-6.9625	-8.2868	-11.059	-5.8238	-7.4081	-5.063	-2.4474	-0.98174	-2.1867	-4.6423	-7.3704	-8.6987	-11.297	-5.9098	-6.6245	-5.982	-2.6596	-0.98174	-2.1867	-4.8188	-7.2694	-7.6367	-10.578	-5.7092	-7.2771	-4.0085	-1.9923	-0.98174	-2.1867	-5.0038	-9.2849	-7.3146	-10.036	-5.9738	-5.7371	-5.6446	-2.0737	-0.98174	-2.1867	-4.7306	-7.0761	-7.9191	-10.81	-5.7546	-7.4968	-4.4619	-2.2305	-0.98174	-2.1867	-4.8977	-7.4883	-7.4448	-10.375	-5.7401	-6.9533	-3.7533	-1.7787	-0.98174	-2.1867	-5.0099	-8.2171	-7.2721	-10.016	-5.9621	-6.1643	-4.0951	-1.5853
3191	9	2.1541	-1.148	-1.0152	-3.1436	-9.2672	-11.219	1.9172	-6.8953	-2.3142	-4.5909	2.1541	-1.148	-0.92323	-3.0794	-9.2577	-11.557	1.92	-6.9555	-2.4007	-4.7082	2.1541	-1.148	-0.9952	-3.2201	-9.1398	-11.069	1.9065	-6.7642	-2.4955	-4.7618	2.1541	-1.148	-0.9541	-3.179	-9.153	-11.234	1.9091	-6.8057	-2.52	-4.801	2.1541	-1.148	-0.91826	-3.1231	-9.1925	-11.447	1.9143	-6.8813	-2.4891	-4.7885	2.1541	-1.148	-11.601	-12.436	-4.8027	-1.7528	-1.4519	-1.7748	-1.9913	-2.7435	2.1541	-1.148	-1.028	-3.235	-9.1545	-10.989	1.9073	-6.7649	-2.4283	-4.6884	2.1541	-1.148	-0.98109	-3.1048	-9.2841	-11.374	1.9198	-6.9376	-2.3294	-4.62	2.1541	-1.148	-1.0418	-3.2107	-9.2035	-11.025	1.9113	-6.8125	-2.3479	-4.6099
4115	9	-1.6262	-3.2665	-10.232	-15.775	0.0066289	-3.8492	-4.541	1.251	-3.5824	-2.9606	-1.6262	-3.2665	-4.3971	-10.074	-3.5988	-12.375	-2.0717	1.1825	-3.5836	-2.9627	-1.6262	-3.2665	-4.6083	-10.147	-3.2239	-12.273	-2.3125	1.2366	-3.5905	-2.9655	-1.6262	-3.2665	-4.3524	-10.062	-3.7186	-12.876	-1.8505	1.1527	-3.5872	-2.9711	-1.6262	-3.2665	-4.4193	-10.08	-3.5472	-12.236	-2.1469	1.1923	-3.5833	-2.962	-1.6262	-3.2665	-4.3722	-10.066	-3.6624	-12.608	-1.963	1.1681	-3.5846	-2.965	-1.6262	-3.2665	-4.3937	-10.369	-3.5668	-13.895	-1.5525	1.1601	-3.7563	-3.2658	-1.6262	-3.2665	-4.7142	-10.333	-3.0879	-12.733	-2.1973	1.2558	-3.6241	-2.9895	-1.6262	-3.2665	-4.4633	-10.087	-3.4566	-12.091	-2.2489	1.2068	-3.5834	-2.9617
4579	9	-2.9407	-4.0397	-8.0597	-7.3892	-3.7834	-10.342	-13.347	-4.8857	-5.2448	-4.1013	-2.9407	-4.0397	-8.1278	-7.5109	-3.6609	-10.204	-13.423	-4.8784	-4.9561	-3.8605	-2.9407	-4.0397	-7.7265	-6.5121	-3.9738	-11.007	-13.421	-4.901	-4.9255	-4.5831	-2.9407	-4.0397	-7.9859	-7.2355	-3.8747	-10.483	-13.314	-4.891	-5.3614	-4.3158	-2.9407	-4.0397	-7.7884	-6.2643	-3.7756	-10.913	-13.667	-4.8938	-4.2809	-4.1046	-2.9407	-4.0397	-8.152	-7.4473	-3.5525	-10.148	-13.547	-4.8716	-4.5596	-3.6822	-2.9407	-4.0397	-7.9218	-6.4993	-3.6612	-10.664	-13.719	-4.8835	-4.1648	-3.8679	-2.9407	-4.0397	-7.7069	-6.2783	-3.896	-11.063	-13.547	-4.9003	-4.5712	-4.3877	-2.9407	-4.0397	-8.0205	-6.7798	-3.5902	-10.468	-13.71	-4.8763	-4.1785	-3.7394
5417	9	3.4908	-2.3251	-2.7657	-5.6105	-14.586	-20.181	0.13549	-7.5955	-4.7152	-7.0667	3.4908	-2.3251	-6.8437	-11.675	-3.631	-7.3433	-4.0484	-2.0822	-3.3786	-3.3647	3.4908	-2.3251	-6.7475	-11.071	-3.372	-9.4232	-1.627	-2.7603	-4.0796	-6.1319	3.4908	-2.3251	-6.8076	-11.466	-3.1356	-7.7906	-4.3704	-1.6583	-4.1951	-4.2998	3.4908	-2.3251	-6.7387	-11.575	-4.201	-8.6787	-0.097084	-3.4914	-3.4577	-4.6085	3.4908	-2.3251	-6.7459	-11.106	-3.4186	-9.366	-1.4526	-2.8481	-4.0258	-6.02	3.4908	-2.3251	-6.779	-11.219	-3.0638	-8.7	-3.9619	-1.743	-4.5497	-6.4242	3.4908	-2.3251	-6.8646	-11.841	-4.1427	-7.5835	-2.234	-2.5698	-3.2716	-3.287	3.4908	-2.3251	-6.7798	-11.796	-4.5634	-8.2941	-0.15499	-3.4056	-3.3089	-3.9616
5654	9	-1.4709	-3.3902	-1.31	-13.728	-6.6441	-11.247	-1.6974	-2.7959	-6.6632	-6.1935	-1.4709	-3.3902	-1.2791	-13.391	-6.3093	-11.585	-1.7013	-2.6412	-6.6658	-7.0543	-1.4709	-3.3902	-1.3251	-13.734	-6.3462	-10.663	-1.7864	-2.382	-6.6655	-5.8166	-1.4709	-3.3902	-1.3239	-13.816	-6.637	-10.947	-1.7307	-2.6581	-6.6615	-5.7676	-1.4709	-3.3902	-10.761	-20.222	-3.0857	-6.1104	-3.9357	-1.0415	-5.3729	-4.1966	-1.4709	-3.3902	-1.2872	-13.512	-6.4695	-11.581	-1.6811	-2.7926	-6.6652	-6.8006	-1.4709	-3.3902	-1.3048	-13.549	-6.1864	-10.905	-1.7767	-2.3626	-6.6661	-6.6381	-1.4709	-3.3902	-1.3296	-13.812	-6.5091	-10.718	-1.7665	-2.4913	-6.6629	-5.5975	-1.4709	-3.3902	-1.286	-13.408	-6.1986	-11.292	-1.7406	-2.4681	-6.666	-7.07
6275	9	0.48665	-1.1786	-3.2662	-2.2929	-8.1813	-11.631	-4.157	-3.8296	-5.5028	-5.2912	0.48665	-1.1786	-3.7415	-2.3134	-8.1758	-11.18	-4.216	-3.8248	-5.4677	-4.9025	0.48665	-1.1786	-3.4578	-2.3057	-8.1757	-11.248	-4.2704	-3.823	-5.5234	-5.1865	0.48665	-1.1786	-3.3573	-2.2896	-8.185	-11.813	-4.0217	-3.8366	-5.4399	-5.1101	0.48665	-1.1786	-3.6644	-2.3138	-8.1738	-11.123	-4.2706	-3.8222	-5.4984	-4.993	0.48665	-1.1786	-3.3476	-2.2994	-8.1782	-11.408	-4.2304	-3.8255	-5.5209	-5.2662	0.48665	-1.1786	-3.5345	-2.3093	-8.1746	-11.178	-4.2812	-3.8222	-5.5184	-5.1192	0.48665	-1.1786	-3.4244	-2.2918	-8.1847	-11.746	-4.0253	-3.8363	-5.4325	-5.0551	0.48665	-1.1786	-3.5768	-2.2988	-8.1828	-11.551	-4.0669	-3.8336	-5.4295	-4.9577
